depth	yearBP	SST	Notes
1539.5	6936	10.32	MD99-2275
1540.5	6941	10.15	MD99-2275
1541.5	6945	9.68	MD99-2275
1542.5	6950	9.33	MD99-2275
1543.5	6955	9.79	MD99-2275
1544.5	6960	9.51	MD99-2275
1545.5	6965	9.37	MD99-2275
1546.5	6969	9.84	MD99-2275
1547.5	6974	9.67	MD99-2275
1548.5	6979	9.91	MD99-2275
1549.5	6984	9.90	MD99-2275
1550.5	6989	9.68	MD99-2275
1551.5	6993	8.97	MD99-2275
1552.5	6998	9.66	MD99-2275
1553.5	7003	9.76	MD99-2275
1554.5	7008	9.64	MD99-2275
1555.5	7013	10.18	MD99-2275
1556.5	7017	9.53	MD99-2275
1557.5	7022	9.58	MD99-2275
1558.5	7027	9.56	MD99-2275
1559.5	7032	NA	MD99-2275
1560.5	7036	9.42	MD99-2275
1561.5	7041	8.75	MD99-2275
1562.5	7046	8.31	MD99-2275
1563.5	7051	8.94	MD99-2275
1564.5	7056	8.62	MD99-2275
1565.5	7060	9.11	MD99-2275
1566.5	7065	9.41	MD99-2275
1567.5	7070	8.93	MD99-2275
1568.5	7075	10.11	MD99-2275
1569.5	7080	10.00	MD99-2275
1570.5	7084	9.85	MD99-2275
1571.5	7089	9.86	MD99-2275
1572.5	7094	9.67	MD99-2275
1573.5	7099	10.02	MD99-2275
1574.5	7103	9.49	MD99-2275
1575.5	7108	10.03	MD99-2275
1576.5	7113	10.04	MD99-2275
1577.5	7118	10.41	MD99-2275
1578.5	7123	10.42	MD99-2275
1579.5	7127	10.02	MD99-2275
1580.5	7130	9.84	MD99-2275
1581.5	7134	10.23	MD99-2275
1582.5	7137	9.46	MD99-2275
1583.5	7141	10.07	MD99-2275
1584.5	7144	10.21	MD99-2275
1585.5	7148	9.61	MD99-2275
1586.5	7151	9.22	MD99-2275
1587.5	7155	8.78	MD99-2275
1588.5	7158	9.41	MD99-2275
1589.5	7162	9.03	MD99-2275
1590.5	7165	9.55	MD99-2275
1591.5	7169	9.57	MD99-2275
1592.5	7172	9.68	MD99-2275
1593.5	7176	9.84	MD99-2275
1594.5	7179	8.63	MD99-2275
1595.5	7183	8.71	MD99-2275
1596.5	7186	9.72	MD99-2275
1597.5	7190	NA	MD99-2275
1598.5	7193	8.75	MD99-2275
1599.5	7197	10.12	MD99-2275
1600.5	7200	8.61	MD99-2275
1601.5	7204	9.14	MD99-2275
1602.5	7207	10.44	MD99-2275
1603.5	7211	10.48	MD99-2275
1604.5	7214	9.11	MD99-2275
1605.5	7218	9.98	MD99-2275
1606.5	7221	9.48	MD99-2275
1607.5	7225	9.80	MD99-2275
1608.5	7228	10.13	MD99-2275
1609.5	7232	11.09	MD99-2275
1610.5	7235	12.18	MD99-2275
1611.5	7239	11.03	MD99-2275
1612.5	7242	10.61	MD99-2275
1613.5	7246	9.87	MD99-2275
1614.5	7249	11.34	MD99-2275
1615.5	7253	10.39	MD99-2275
1616.5	7256	11.11	MD99-2275
1617.5	7260	10.81	MD99-2275
1618.5	7263	9.30	MD99-2275
1619.5	7267	10.83	MD99-2275
1620.5	7270	9.50	MD99-2275
1621.5	7274	10.78	MD99-2275
1622.5	7277	9.54	MD99-2275
1623.5	7281	NA	MD99-2275
1624.5	7284	11.98	MD99-2275
1625.5	7288	11.73	MD99-2275
1626.5	7291	13.46	MD99-2275
1627.5	7295	13.46	MD99-2275
1628.5	7298	10.74	MD99-2275
1629.5	7302	12.56	MD99-2275
1630.5	7305	10.11	MD99-2275
1631.5	7309	10.78	MD99-2275
1632.5	7312	10.32	MD99-2275
1633.5	7316	11.16	MD99-2275
1634.5	7319	10.85	MD99-2275
1635.5	7323	10.88	MD99-2275
1636.5	7326	10.63	MD99-2275
1637.5	7330	11.82	MD99-2275
1638.5	7333	10.36	MD99-2275
1639.5	7337	10.51	MD99-2275
1640.5	7340	11.26	MD99-2275
1641.5	7344	11.34	MD99-2275
1642.5	7347	10.33	MD99-2275
1643.5	7351	11.17	MD99-2275
1644.5	7354	10.79	MD99-2275
1645.5	7358	9.61	MD99-2275
1646.5	7361	9.98	MD99-2275
1647.5	7365	9.64	MD99-2275
1648.5	7368	10.83	MD99-2275
1649.5	7372	9.36	MD99-2275
1650.5	7375	9.08	MD99-2275
1651.5	7379	10.45	MD99-2275
1652.5	7382	11.10	MD99-2275
1653.5	7386	9.75	MD99-2275
1654.5	7389	8.58	MD99-2275
1655.5	7393	8.66	MD99-2275
1656.5	7396	9.81	MD99-2275
1657.5	7400	10.21	MD99-2275
1658.5	7403	10.67	MD99-2275
1659.5	7407	9.58	MD99-2275
1660.5	7410	10.07	MD99-2275
1661.5	7414	9.70	MD99-2275
1662.5	7417	10.06	MD99-2275
1663.5	7421	10.05	MD99-2275
1664.5	7424	10.43	MD99-2275
1665.5	7428	9.27	MD99-2275
1666.5	7431	8.32	MD99-2275
1667.5	7435	9.90	MD99-2275
1668.5	7438	9.14	MD99-2275
1669.5	7442	9.12	MD99-2275
1670.5	7445	9.48	MD99-2275
1671.5	7449	8.77	MD99-2275
1672.5	7452	9.43	MD99-2275
1673.5	7456	9.20	MD99-2275
1674.5	7459	9.89	MD99-2275
1675.5	7463	9.84	MD99-2275
1676.5	7466	9.86	MD99-2275
1677.5	7470	10.97	MD99-2275
1678.5	7473	8.41	MD99-2275
1679.5	7477	9.89	MD99-2275
1680.5	7480	11.11	MD99-2275
1681.5	7484	10.30	MD99-2275
1682.5	7487	10.73	MD99-2275
1683.5	7491	10.03	MD99-2275
1684.5	7494	11.39	MD99-2275
1685.5	7498	10.28	MD99-2275
1686.5	7501	10.28	MD99-2275
1687.5	7505	9.50	MD99-2275
1688.5	7508	10.40	MD99-2275
1689.5	7512	9.47	MD99-2275
1690.5	7515	9.41	MD99-2275
1691.5	7519	9.76	MD99-2275
1692.5	7522	10.27	MD99-2275
1693.5	7526	9.93	MD99-2275
1694.5	7529	10.79	MD99-2275
1695.5	7533	8.60	MD99-2275
1696.5	7536	8.50	MD99-2275
1697.5	7540	8.99	MD99-2275
1698.5	7543	8.44	MD99-2275
1699.5	7547	8.21	MD99-2275
1700.5	7550	8.24	MD99-2275
1701.5	7554	9.25	MD99-2275
1702.5	7557	8.40	MD99-2275
1703.5	7561	7.89	MD99-2275
1704.5	7564	8.83	MD99-2275
1705.5	7568	7.83	MD99-2275
1706.5	7571	8.78	MD99-2275
1707.5	7575	7.22	MD99-2275
1708.5	7578	8.53	MD99-2275
1709.5	7582	7.71	MD99-2275
1710.5	7585	8.74	MD99-2275
1711.5	7589	10.10	MD99-2275
1712.5	7592	10.48	MD99-2275
1713.5	7596	11.28	MD99-2275
1714.5	7599	9.76	MD99-2275
1715.5	7603	8.73	MD99-2275
1716.5	7606	9.30	MD99-2275
1717.5	7610	9.85	MD99-2275
1718.5	7613	9.17	MD99-2275
1719.5	7617	9.65	MD99-2275
1720.5	7620	9.41	MD99-2275
1721.5	7624	9.40	MD99-2275
1722.5	7627	8.43	MD99-2275
1723.5	7631	10.31	MD99-2275
1724.5	7634	9.80	MD99-2275
1725.5	7638	NA	MD99-2275
1726.5	7641	10.14	MD99-2275
1727.5	7645	9.80	MD99-2275
1728.5	7648	10.87	MD99-2275
1729.5	7652	9.74	MD99-2275
1730.5	7655	10.01	MD99-2275
1731.5	7659	9.94	MD99-2275
1732.5	7662	9.26	MD99-2275
1733.5	7666	10.82	MD99-2275
1734.5	7669	10.55	MD99-2275
1735.5	7673	10.36	MD99-2275
1736.5	7676	10.55	MD99-2275
1737.5	7680	NA	MD99-2275
1738.5	7683	11.37	MD99-2275
1739.5	7687	NA	MD99-2275
1740.5	7690	10.73	MD99-2275
1741.5	7694	NA	MD99-2275
1742.5	7697	11.84	MD99-2275
1743.5	7701	12.27	MD99-2275
1744.5	7704	10.54	MD99-2275
1745.5	7708	11.63	MD99-2275
1746.5	7711	12.02	MD99-2275
1747.5	7715	11.49	MD99-2275
1748.5	7718	12.01	MD99-2275
1749.5	7722	11.87	MD99-2275
1750.5	7725	10.53	MD99-2275
1751.5	7729	10.71	MD99-2275
1752.5	7732	11.61	MD99-2275
1753.5	7736	10.97	MD99-2275
1754.5	7739	10.75	MD99-2275
1755.5	7743	12.07	MD99-2275
1756.5	7746	11.26	MD99-2275
1757.5	7750	9.64	MD99-2275
1758.5	7753	11.39	MD99-2275
1759.5	7757	11.26	MD99-2275
1760.5	7760	11.29	MD99-2275
1761.5	7764	11.02	MD99-2275
1762.5	7767	10.77	MD99-2275
1763.5	7771	10.31	MD99-2275
1764.5	7774	NA	MD99-2275
1765.5	7778	11.33	MD99-2275
1766.5	7781	11.77	MD99-2275
1767.5	7785	9.17	MD99-2275
1768.5	7788	9.25	MD99-2275
1769.5	7792	8.33	MD99-2275
1770.5	7795	NA	MD99-2275
1771.5	7799	NA	MD99-2275
1772.5	7802	13.12	MD99-2275
1773.5	7806	7.16	MD99-2275
1774.5	7809	NA	MD99-2275
1775.5	7813	9.20	MD99-2275
1776.5	7816	8.37	MD99-2275
1777.5	7820	7.65	MD99-2275
1778.5	7823	9.37	MD99-2275
1779.5	7827	8.63	MD99-2275
1780.5	7830	8.53	MD99-2275
1781.5	7834	8.24	MD99-2275
1782.5	7837	9.33	MD99-2275
1783.5	7841	9.57	MD99-2275
1784.5	7844	8.62	MD99-2275
1785.5	7848	10.03	MD99-2275
1786.5	7851	7.28	MD99-2275
1787.5	7855	14.07	MD99-2275
1788.5	7858	10.19	MD99-2275
1789.5	7862	8.08	MD99-2275
1790.5	7865	9.24	MD99-2275
1791.5	7869	9.55	MD99-2275
1792.5	7872	10.64	MD99-2275
1793.5	7876	9.51	MD99-2275
1794.5	7879	8.72	MD99-2275
1795.5	7883	10.26	MD99-2275
1796.5	7886	10.16	MD99-2275
1797.5	7890	11.02	MD99-2275
1798.5	7893	9.07	MD99-2275
1799.5	7897	9.26	MD99-2275
1800.5	7900	7.29	MD99-2275
1801.5	7904	7.49	MD99-2275
1802.5	7907	7.94	MD99-2275
1803.5	7911	9.80	MD99-2275
1804.5	7914	8.80	MD99-2275
1805.5	7918	8.52	MD99-2275
1806.5	7921	7.83	MD99-2275
1807.5	7925	7.87	MD99-2275
1808.5	7928	7.90	MD99-2275
1809.5	7932	9.73	MD99-2275
1810.5	7935	8.19	MD99-2275
1811.5	7939	9.07	MD99-2275
1812.5	7942	8.88	MD99-2275
1813.5	7946	9.14	MD99-2275
1814.5	7949	9.56	MD99-2275
1815.5	7953	7.74	MD99-2275
1816.5	7956	9.56	MD99-2275
1817.5	7960	8.50	MD99-2275
1818.5	7963	8.99	MD99-2275
1819.5	7967	9.08	MD99-2275
1820.5	7970	9.39	MD99-2275
1821.5	7974	10.99	MD99-2275
1822.5	7977	12.41	MD99-2275
1823.5	7981	12.60	MD99-2275
1824.5	7984	8.96	MD99-2275
1825.5	7988	8.61	MD99-2275
1826.5	7991	9.28	MD99-2275
1827.5	7995	9.82	MD99-2275
1828.5	7998	10.15	MD99-2275
1829.5	8001	11.00	MD99-2275
1830.5	8004	10.20	MD99-2275
1831.5	8007	11.52	MD99-2275
1832.5	8010	10.60	MD99-2275
1833.5	8013	10.46	MD99-2275
1834.5	8016	9.67	MD99-2275
1835.5	8019	11.59	MD99-2275
1836.5	8022	NA	MD99-2275
1837.5	8025	NA	MD99-2275
1838.5	8028	10.79	MD99-2275
1839.5	8030	11.45	MD99-2275
1840.5	8033	10.71	MD99-2275
1841.5	8036	11.03	MD99-2275
1842.5	8039	9.28	MD99-2275
1843.5	8042	12.63	MD99-2275
1844.5	8045	NA	MD99-2275
1845.5	8048	13.53	MD99-2275
1846.5	8051	NA	MD99-2275
1847.5	8054	11.07	MD99-2275
1848.5	8057	10.59	MD99-2275
1849.5	8059	11.22	MD99-2275
1850.5	8062	12.11	MD99-2275
1851.5	8065	10.86	MD99-2275
1852.5	8068	12.18	MD99-2275
1853.5	8071	11.82	MD99-2275
1854.5	8074	10.86	MD99-2275
1855.5	8077	11.07	MD99-2275
1856.5	8080	10.96	MD99-2275
1857.5	8083	11.42	MD99-2275
1858.5	8086	10.88	MD99-2275
1859.5	8089	11.41	MD99-2275
1860.5	8091	10.89	MD99-2275
1861.5	8094	12.37	MD99-2275
1862.5	8097	10.57	MD99-2275
1863.5	8100	10.72	MD99-2275
1864.5	8103	10.54	MD99-2275
1865.5	8106	11.28	MD99-2275
1866.5	8109	10.57	MD99-2275
1867.5	8112	11.24	MD99-2275
1868.5	8115	9.94	MD99-2275
1869.5	8118	10.55	MD99-2275
1870.5	8120	10.49	MD99-2275
1871.5	8123	9.71	MD99-2275
1872.5	8126	11.34	MD99-2275
1873.5	8129	10.27	MD99-2275
1874.5	8132	10.84	MD99-2275
1875.5	8135	11.18	MD99-2275
1876.5	8138	10.59	MD99-2275
1877.5	8141	13.18	MD99-2275
1878.5	8144	10.89	MD99-2275
1879.5	8147	10.92	MD99-2275
1880.5	8149	10.54	MD99-2275
1881.5	8152	10.65	MD99-2275
1882.5	8155	9.48	MD99-2275
1883.5	8158	9.91	MD99-2275
1884.5	8161	8.98	MD99-2275
1885.5	8164	9.77	MD99-2275
1886.5	8167	9.75	MD99-2275
1887.5	8170	8.74	MD99-2275
1888.5	8173	10.28	MD99-2275
1889.5	8176	9.36	MD99-2275
1890.5	8178	9.82	MD99-2275
1891.5	8181	10.41	MD99-2275
1892.5	8184	9.66	MD99-2275
1893.5	8187	9.27	MD99-2275
1894.5	8190	9.48	MD99-2275
1895.5	8193	9.66	MD99-2275
1896.5	8196	9.09	MD99-2275
1897.5	8199	9.33	MD99-2275
1898.5	8202	10.21	MD99-2275
1899.5	8205	10.00	MD99-2275
1900.5	8208	9.66	MD99-2275
1901.5	8210	10.35	MD99-2275
1902.5	8213	9.45	MD99-2275
1903.5	8216	9.60	MD99-2275
1904.5	8219	9.70	MD99-2275
1905.5	8222	9.00	MD99-2275
1906.5	8225	8.99	MD99-2275
1907.5	8228	9.63	MD99-2275
1908.5	8231	10.01	MD99-2275
1909.5	8234	10.44	MD99-2275
1910.5	8237	9.65	MD99-2275
1911.5	8239	10.36	MD99-2275
1912.5	8242	10.10	MD99-2275
1913.5	8245	10.39	MD99-2275
1914.5	8248	10.40	MD99-2275
1915.5	8251	10.30	MD99-2275
1916.5	8254	10.78	MD99-2275
1917.5	8257	10.95	MD99-2275
1918.5	8260	9.64	MD99-2275
1919.5	8263	10.38	MD99-2275
1920.5	8266	10.35	MD99-2275
1921.5	8268	11.12	MD99-2275
1922.5	8271	9.92	MD99-2275
1923.5	8274	10.22	MD99-2275
1924.5	8277	10.08	MD99-2275
1925.5	8280	10.30	MD99-2275
1926.5	8283	9.41	MD99-2275
1927.5	8286	9.84	MD99-2275
1928.5	8289	11.79	MD99-2275
1929.5	8292	10.28	MD99-2275
1930.5	8295	12.35	MD99-2275
1931.5	8297	10.47	MD99-2275
1932.5	8300	8.60	MD99-2275
1933.5	8303	10.12	MD99-2275
1934.5	8306	12.49	MD99-2275
1935.5	8309	11.02	MD99-2275
1936.5	8312	11.37	MD99-2275
1937.5	8315	10.09	MD99-2275
1938.5	8318	10.37	MD99-2275
1939.5	8321	10.61	MD99-2275
1940.5	8324	9.53	MD99-2275
1941.5	8327	9.35	MD99-2275
1942.5	8329	9.62	MD99-2275
1943.5	8332	7.31	MD99-2275
1944.5	8335	10.29	MD99-2275
1945.5	8338	8.77	MD99-2275
1946.5	8341	11.47	MD99-2275
1947.5	8344	10.36	MD99-2275
1948.5	8347	9.61	MD99-2275
1949.5	8350	8.36	MD99-2275
1950.5	8353	10.96	MD99-2275
1951.5	8356	10.35	MD99-2275
1952.5	8358	11.19	MD99-2275
1953.5	8361	13.50	MD99-2275
1954.5	8364	NA	MD99-2275
1955.5	8367	11.79	MD99-2275
1956.5	8370	NA	MD99-2275
1957.5	8373	12.42	MD99-2275
1958.5	8376	9.17	MD99-2275
1959.5	8379	10.78	MD99-2275
1960.5	8382	10.53	MD99-2275
1961.5	8385	10.11	MD99-2275
1962.5	8387	10.03	MD99-2275
1963.5	8390	10.05	MD99-2275
1964.5	8393	9.05	MD99-2275
1965.5	8396	10.18	MD99-2275
1966.5	8399	10.37	MD99-2275
1967.5	8402	12.07	MD99-2275
1968.5	8405	10.02	MD99-2275
1969.5	8408	10.40	MD99-2275
1970.5	8411	10.76	MD99-2275
1971.5	8414	10.43	MD99-2275
1972.5	8416	10.40	MD99-2275
1973.5	8419	9.91	MD99-2275
1974.5	8422	11.92	MD99-2275
1975.5	8425	10.26	MD99-2275
1976.5	8428	9.90	MD99-2275
1977.5	8431	10.46	MD99-2275
1978.5	8434	10.83	MD99-2275
1979.5	8437	11.04	MD99-2275
1980.5	8440	10.81	MD99-2275
1981.5	8443	10.81	MD99-2275
1982.5	8446	10.83	MD99-2275
1983.5	8448	10.38	MD99-2275
1984.5	8451	10.04	MD99-2275
1985.5	8454	10.51	MD99-2275
1986.5	8457	8.09	MD99-2275
1987.5	8460	11.43	MD99-2275
1988.5	8463	8.85	MD99-2275
1989.5	8466	9.57	MD99-2275
1990.5	8469	10.55	MD99-2275
1991.5	8472	11.19	MD99-2275
1992.5	8475	9.77	MD99-2275
1993.5	8477	10.08	MD99-2275
1994.5	8480	10.09	MD99-2275
1995.5	8483	8.38	MD99-2275
1996.5	8486	10.12	MD99-2275
1997.5	8489	10.03	MD99-2275
1998.5	8492	10.07	MD99-2275
1999.5	8495	9.85	MD99-2275
2000.5	8498	10.22	MD99-2275
2001.5	8501	10.03	MD99-2275
2002.5	8504	10.09	MD99-2275
2003.5	8506	10.24	MD99-2275
2004.5	8509	9.99	MD99-2275
2005.5	8512	10.54	MD99-2275
2006.5	8515	10.68	MD99-2275
2007.5	8518	11.63	MD99-2275
2008.5	8521	11.81	MD99-2275
2009.5	8524	10.57	MD99-2275
2010.5	8527	10.63	MD99-2275
2011.5	8530	10.47	MD99-2275
2012.5	8533	10.63	MD99-2275
2013.5	8535	10.33	MD99-2275
2014.5	8538	10.86	MD99-2275
2015.5	8541	9.68	MD99-2275
2016.5	8544	10.29	MD99-2275
2017.5	8547	10.29	MD99-2275
2018.5	8550	10.17	MD99-2275
2019.5	8553	10.11	MD99-2275
2020.5	8556	10.49	MD99-2275
2021.5	8559	10.13	MD99-2275
2022.5	8562	10.20	MD99-2275
2023.5	8565	9.43	MD99-2275
2024.5	8567	10.10	MD99-2275
2025.5	8570	10.02	MD99-2275
2026.5	8573	10.00	MD99-2275
2027.5	8576	10.19	MD99-2275
2028.5	8579	9.79	MD99-2275
2029.5	8582	9.94	MD99-2275
2030.5	8585	10.09	MD99-2275
2031.5	8588	10.05	MD99-2275
2032.5	8591	9.84	MD99-2275
2033.5	8594	10.31	MD99-2275
2034.5	8596	10.46	MD99-2275
2035.5	8599	10.30	MD99-2275
2036.5	8602	9.62	MD99-2275
2037.5	8605	9.83	MD99-2275
2038.5	8608	9.86	MD99-2275
2039.5	8611	10.30	MD99-2275
2040.5	8614	9.25	MD99-2275
2041.5	8617	9.15	MD99-2275
2042.5	8620	10.35	MD99-2275
2043.5	8623	9.14	MD99-2275
2044.5	8625	9.48	MD99-2275
2045.5	8628	8.95	MD99-2275
2046.5	8631	9.50	MD99-2275
2047.5	8634	9.07	MD99-2275
2048.5	8637	8.77	MD99-2275
2049.5	8640	8.82	MD99-2275
2050.5	8643	8.30	MD99-2275
2051.5	8646	8.11	MD99-2275
2052.5	8649	9.21	MD99-2275
2053.5	8652	9.12	MD99-2275
2054.5	8654	8.97	MD99-2275
2055.5	8657	8.78	MD99-2275
2056.5	8660	9.32	MD99-2275
2057.5	8663	9.93	MD99-2275
2058.5	8666	8.95	MD99-2275
2059.5	8669	9.02	MD99-2275
2060.5	8672	9.25	MD99-2275
2061.5	8675	9.18	MD99-2275
2062.5	8678	9.59	MD99-2275
2063.5	8681	9.24	MD99-2275
2064.5	8684	8.16	MD99-2275
2065.5	8686	9.29	MD99-2275
2066.5	8689	9.03	MD99-2275
2067.5	8692	9.03	MD99-2275
2068.5	8695	8.68	MD99-2275
2069.5	8698	8.69	MD99-2275
2070.5	8701	9.42	MD99-2275
2071.5	8704	9.25	MD99-2275
2072.5	8707	8.24	MD99-2275
2073.5	8710	8.55	MD99-2275
2074.5	8713	8.14	MD99-2275
2075.5	8715	8.21	MD99-2275
2076.5	8718	8.34	MD99-2275
2077.5	8721	7.48	MD99-2275
2078.5	8724	8.76	MD99-2275
2079.5	8727	8.52	MD99-2275
2080.5	8730	7.98	MD99-2275
2081.5	8733	8.00	MD99-2275
2082.5	8736	8.80	MD99-2275
2083.5	8739	9.08	MD99-2275
2084.5	8742	8.74	MD99-2275
2085.5	8744	9.68	MD99-2275
2086.5	8747	8.56	MD99-2275
2087.5	8750	8.45	MD99-2275
2088.5	8753	8.39	MD99-2275
2089.5	8756	8.42	MD99-2275
2090.5	8759	8.14	MD99-2275
2091.5	8762	7.78	MD99-2275
2092.5	8765	7.58	MD99-2275
2093.5	8768	7.73	MD99-2275
2094.5	8771	7.66	MD99-2275
2095.5	8773	7.44	MD99-2275
2096.5	8776	9.81	MD99-2275
2097.5	8779	NA	MD99-2275
2098.5	8782	NA	MD99-2275
2099.5	8785	10.41	MD99-2275
2100.5	8788	10.48	MD99-2275
2101.5	8791	10.64	MD99-2275
2102.5	8794	9.73	MD99-2275
2103.5	8797	9.94	MD99-2275
2104.5	8800	11.19	MD99-2275
2105.5	8803	10.45	MD99-2275
2106.5	8805	11.67	MD99-2275
2107.5	8808	10.79	MD99-2275
2108.5	8811	10.99	MD99-2275
2109.5	8814	11.47	MD99-2275
2110.5	8817	10.51	MD99-2275
2111.5	8820	11.22	MD99-2275
2112.5	8823	11.78	MD99-2275
2113.5	8826	10.90	MD99-2275
2114.5	8829	11.20	MD99-2275
2115.5	8832	11.25	MD99-2275
2116.5	8834	NA	MD99-2275
2117.5	8837	NA	MD99-2275
2118.5	8840	9.66	MD99-2275
2119.5	8843	9.12	MD99-2275
2120.5	8846	9.97	MD99-2275
2121.5	8849	9.93	MD99-2275
2122.5	8852	8.73	MD99-2275
2123.5	8855	9.48	MD99-2275
2124.5	8858	9.17	MD99-2275
2125.5	8861	7.73	MD99-2275
2126.5	8863	9.47	MD99-2275
2127.5	8866	9.39	MD99-2275
2128.5	8869	9.80	MD99-2275
2129.5	8872	9.37	MD99-2275
2130.5	8875	9.25	MD99-2275
2131.5	8878	10.04	MD99-2275
2132.5	8881	10.15	MD99-2275
2133.5	8884	10.10	MD99-2275
2134.5	8887	10.30	MD99-2275
2135.5	8890	9.88	MD99-2275
2136.5	8892	9.72	MD99-2275
2137.5	8895	10.30	MD99-2275
2138.5	8895	10.05	MD99-2275
2139.5	8898	9.74	MD99-2275
2140.5	8901	9.40	MD99-2275
2141.5	8904	9.18	MD99-2275
2142.5	8907	9.89	MD99-2275
2143.5	8910	9.98	MD99-2275
2144.5	8913	9.15	MD99-2275
2145.5	8916	9.55	MD99-2275
2146.5	8919	8.63	MD99-2275
2147.5	8922	9.88	MD99-2275
2148.5	8924	9.62	MD99-2275
2149.5	8927	9.66	MD99-2275
2150.5	8930	9.54	MD99-2275
2151.5	8933	9.54	MD99-2275
2152.5	8936	9.21	MD99-2275
2153.5	8939	9.48	MD99-2275
2154.5	8942	9.48	MD99-2275
2155.5	8945	9.76	MD99-2275
2156.5	8948	11.10	MD99-2275
2157.5	8951	10.51	MD99-2275
2158.5	8953	11.66	MD99-2275
2159.5	8956	10.52	MD99-2275
2160.5	8959	10.13	MD99-2275
2161.5	8962	10.49	MD99-2275
2162.5	8965	10.46	MD99-2275
2163.5	8968	9.89	MD99-2275
2164.5	8971	10.12	MD99-2275
2165.5	8974	10.25	MD99-2275
2166.5	8977	8.35	MD99-2275
2167.5	8980	11.42	MD99-2275
2168.5	8982	10.23	MD99-2275
2169.5	8985	9.62	MD99-2275
2170.5	8988	10.13	MD99-2275
2171.5	8991	9.77	MD99-2275
2172.5	8994	9.03	MD99-2275
2173.5	8997	10.00	MD99-2275
2174.5	9000	10.43	MD99-2275
2175.5	9003	9.81	MD99-2275
2176.5	9006	10.04	MD99-2275
2177.5	9009	9.66	MD99-2275
2178.5	9011	9.88	MD99-2275
2179.5	9014	9.72	MD99-2275
2180.5	9017	9.85	MD99-2275
2181.5	9020	10.00	MD99-2275
2182.5	9023	9.93	MD99-2275
2183.5	9026	9.67	MD99-2275
2184.5	9029	9.79	MD99-2275
2185.5	9032	9.90	MD99-2275
2186.5	9035	9.69	MD99-2275
2187.5	9038	9.92	MD99-2275
2188.5	9041	9.93	MD99-2275
2189.5	9043	10.29	MD99-2275
2190.5	9046	9.28	MD99-2275
2191.5	9049	11.24	MD99-2275
2192.5	9052	9.55	MD99-2275
2193.5	9055	9.38	MD99-2275
2194.5	9058	9.41	MD99-2275
2195.5	9061	11.62	MD99-2275
2196.5	9064	9.77	MD99-2275
2197.5	9067	9.50	MD99-2275
2198.5	9070	9.90	MD99-2275
2199.5	9072	11.02	MD99-2275
2200.5	9075	9.89	MD99-2275
2201.5	9078	9.71	MD99-2275
2202.5	9081	9.78	MD99-2275
2203.5	9084	9.78	MD99-2275
2204.5	9087	10.44	MD99-2275
2205.5	9090	9.74	MD99-2275
2206.5	9093	9.72	MD99-2275
2207.5	9096	9.79	MD99-2275
2208.5	9099	9.74	MD99-2275
2209.5	9101	8.88	MD99-2275
2210.5	9104	9.66	MD99-2275
2211.5	9107	9.85	MD99-2275
2212.5	9110	9.43	MD99-2275
2213.5	9113	9.52	MD99-2275
2214.5	9116	10.28	MD99-2275
2215.5	9119	9.82	MD99-2275
2216.5	9122	9.89	MD99-2275
2217.5	9125	9.76	MD99-2275
2218.5	9128	9.93	MD99-2275
2219.5	9130	10.29	MD99-2275
2220.5	9133	10.63	MD99-2275
2221.5	9136	10.08	MD99-2275
2222.5	9139	10.37	MD99-2275
2223.5	9142	10.02	MD99-2275
2224.5	9145	10.04	MD99-2275
2225.5	9148	9.61	MD99-2275
2226.5	9151	9.46	MD99-2275
2227.5	9154	9.92	MD99-2275
2228.5	9157	10.68	MD99-2275
2229.5	9159	9.98	MD99-2275
2230.5	9162	10.16	MD99-2275
2231.5	9165	9.90	MD99-2275
2232.5	9168	10.24	MD99-2275
2233.5	9171	9.51	MD99-2275
2234.5	9174	9.60	MD99-2275
2235.5	9177	10.17	MD99-2275
2236.5	9180	9.89	MD99-2275
2237.5	9183	9.81	MD99-2275
2238.5	9186	9.97	MD99-2275
2239.5	9189	9.92	MD99-2275
2240.5	9191	9.43	MD99-2275
2241.5	9194	10.05	MD99-2275
2242.5	9197	10.83	MD99-2275
2243.5	9200	10.20	MD99-2275
2244.5	9203	9.91	MD99-2275
2245.5	9206	10.79	MD99-2275
2246.5	9209	10.54	MD99-2275
2247.5	9212	11.57	MD99-2275
2248.5	9215	10.11	MD99-2275
2249.5	9218	10.21	MD99-2275
2250.5	9220	10.02	MD99-2275
2251.5	9223	9.94	MD99-2275
2252.5	9226	10.72	MD99-2275
2253.5	9229	10.83	MD99-2275
2254.5	9232	9.60	MD99-2275
2255.5	9235	9.91	MD99-2275
2256.5	9238	9.80	MD99-2275
2257.5	9241	10.03	MD99-2275
2258.5	9244	10.23	MD99-2275
2259.5	9247	12.29	MD99-2275
2260.5	9249	10.72	MD99-2275
2261.5	9252	10.21	MD99-2275
2262.5	9255	10.60	MD99-2275
2263.5	9258	10.33	MD99-2275
2264.5	9261	10.17	MD99-2275
2265.5	9264	9.07	MD99-2275
2266.5	9267	11.18	MD99-2275
2267.5	9270	10.21	MD99-2275
2268.5	9273	10.52	MD99-2275
2269.5	9276	9.87	MD99-2275
2270.5	9278	9.94	MD99-2275
2271.5	9281	10.73	MD99-2275
2272.5	9284	9.80	MD99-2275
2273.5	9287	10.04	MD99-2275
2274.5	9290	11.15	MD99-2275
2275.5	9293	10.01	MD99-2275
