4360	101	1970	-47	-68	-89	-50	10	37	51	52	35	-4	-48	-68
4360	101	1971	-118	-102	-104	-56	4	38	75	69	28	-30	-78	-95
4360	101	1972	-21	-76	-77	-38	19	43	56	50	40	-17	-66	-63
4360	101	1973	-49	-119	-78	-33	2	38	62	55	36	-20	-85	-97
4360	101	1974	-53	-88	-40	-15	18	47	64	69	26	7	-25	-111
4360	101	1975	-113	-37	-90	-36	10	33	70	68	26	-2	-50	-99
4360	101	1976	-101	-72	-53	-47	0	47	68	57	47	19	-31	-53
4360	101	1977	-98	-49	-71	-42	22	42	73	73	33	-13	-47	-61
4360	101	1978	-79	-117	-81	-7	15	38	83	75	35	-6	-60	-27
4360	101	1979	-82	-72	-67	-33	-19	39	57	59	23	-7	-41	-39
4360	101	1980	-37	-61	-49	-34	16	43	59	61	36	-12	-37	-93
4360	101	1981	-97	-101	-112	-34	-6	32	61	65	38	-22	-62	-92
4360	101	1982	-113	-50	-64	-43	-13	45	51	57	2	8	-61	-59
4360	101	1983	-116	-83	-121	-55	0	38	46	36	27	-31	-46	-81
4360	101	1984	-86	-91	-75	-40	4	31	64	57	28	-4	-41	-46
4360	101	1985	-56	-67	-62	-26	23	53	59	56	25	5	-32	-83
4360	101	1986	-46	-41	-64	-15	-3	36	59	59	44	-9	-61	-75
4360	101	1987	-9	-83	-67	-35	7	31	57	55	40	-25	-16	-62
4360	101	1988	-101	-79	-107	-76	13	37	70	62	26	-4	-25	-73
4360	101	1989	-83	-113	-86	-45	-4	38	56	51	16	-7	-24	-59
4360	101	1990	-59	-85	-123	-74	1	48	66	69	19	-7	-11	-62
