depth	d18O	dD
1457.573	-28.06	
1457.584	-27.20	
1457.595	-26.68	
1457.606	-26.26	
1457.617	-25.74	
1457.628	-25.26	
1457.639	-25.27	
1457.650	-25.86	
1457.661	-27.34	
1457.672	-29.14	
1457.683	-30.15	
1457.694	-30.05	
1457.705	-29.70	
1457.716	-29.05	
1457.727	-28.24	
1457.738	-27.63	
1457.749	-27.16	
1457.760	-26.33	
1457.771	-25.48	
1457.782	-25.39	
1457.793	-26.57	
1457.804	-27.66	
1457.815	-28.36	
1457.826	-28.89	
1457.837	-29.30	
1457.848	-29.45	
1457.859	-29.27	
1457.870	-28.54	
1457.881	-28.07	
1457.892	-28.17	
1457.903	-28.35	
1457.914	-27.54	
1457.925	-26.13	
1457.936	-25.56	
1457.947	-26.13	
1457.958	-26.72	
1457.969	-27.34	
1457.980	-27.66	
1457.991	-27.90	
1458.002	-28.27	
1458.013	-28.57	
1458.024	-28.83	
1458.035	-28.44	
1458.046	-28.17	
1458.057	-27.72	
1458.068	-27.28	
1458.079	-27.12	
1458.090	-27.41	
1458.101	-27.68	
1458.112	-28.30	
1458.123	-28.47	
1458.134	-28.66	
1458.145	-28.87	
1458.156	-28.26	
1458.167	-27.81	
1458.178	-27.39	
1458.189	-26.96	
1458.200	-27.08	
1458.211	-27.11	
1458.222	-27.73	
1458.233	-29.88	
1458.244	-31.66	
1458.255	-32.34	
1458.266	-32.79	
1458.277	-31.48	
1458.288	-30.51	
1458.299	-29.30	
1458.310	-27.25	
1458.321	-25.35	
1458.332	-24.71	
1458.343	-24.54	
1458.354	-25.30	
1458.365	-26.75	
1458.376	-27.37	
1458.387	-28.80	
1458.398	-27.51	
1458.409	-27.38	
1458.420	-26.98	
1458.431	-26.38	
1458.442	-26.13	
1458.453	-25.48	
1458.464	-25.07	
1458.475	-26.08	
1458.486	-27.50	
1458.497	-29.01	
1458.508	-30.58	
1458.519	-30.90	
1458.530	-30.44	
1458.541	-29.30	
1458.552	-28.07	
1458.563	-27.70	
1458.574	-27.24	
1458.585	-29.73	
1458.596	-28.28	
1458.607	-28.89	
1458.618	-29.75	
1458.629	-30.60	
1458.640	-30.88	
1458.651	-30.67	
1458.662	-30.04	
1458.673	-29.49	
1458.684	-28.77	
1458.695	-28.62	
1458.706	-31.71	
1458.717	-25.78	
1458.728	-25.79	
1458.739	-26.38	
1458.750	-27.88	
1458.761	-28.31	
1458.771	-28.63	
1458.782	-29.06	
1458.793	-29.13	
1458.804	-27.77	
1458.815	-28.54	
1458.826	-27.51	
1458.837	-27.06	
1458.848	-26.23	
1458.859	-25.52	
1458.870	-25.36	
1458.881	-26.53	
1458.892	-28.22	
1458.903	-28.95	
1458.914	-29.38	
1458.925	-29.26	
1458.936	-28.76	
1458.947	-27.71	
1458.958	-26.61	
1458.969	-26.09	
1458.980	-26.64	
1458.991	-27.45	
1459.002	-28.33	
1459.013	-29.15	
1459.024	-29.23	
1459.035	-29.34	
1459.046	-28.68	
1459.057	-27.93	
1459.068	-27.32	
1459.079	-27.30	
1459.090	-27.88	
1459.101	-28.05	
1459.112	-28.80	
1459.123	-29.31	
1459.134	-29.98	
1459.145	-29.77	
1459.156	-29.21	
1459.167	-28.82	
1459.177	-27.62	
1459.188	-27.11	
1459.199	-26.40	
1459.210	-26.04	
1459.221	-26.68	
1459.232	-27.44	
1459.243	-28.13	
1459.254	-27.93	
1459.265	-28.10	
1459.276	-28.25	
1459.287	-28.77	
1459.298	-28.53	
1459.309	-28.49	
1459.320	-27.83	
1459.331	-27.17	
1459.342	-26.49	
1459.353	-26.26	
1459.364	-26.54	
1459.375	-27.12	
1459.386	-28.25	
1459.397	-29.28	
1459.408	-30.10	
1459.419	-30.00	
1459.430	-29.31	
1459.441	-28.19	
1459.452	-27.09	
1459.462	-26.85	
1459.473	-27.55	
1459.484	-28.64	
1459.495	-29.21	
1459.506	-29.78	
1459.517	-29.97	
1459.528	-29.44	
1459.539	-28.51	
1459.550	-27.00	
1459.561	-25.20	
1459.572	-24.63	
1459.583	-24.73	
1459.594	-28.55	
1459.605	-27.80	
1459.616	-29.34	
1459.627	-29.64	
1459.638	-29.74	
1459.649	-29.87	
1459.660	-29.23	
1459.671	-28.11	
1459.682	-26.82	
1459.693	-25.14	
1459.703	-24.40	
1459.714	-24.01	
1459.725	-24.19	
1459.736	-25.62	
1459.747	-26.68	
1459.758	-27.23	
1459.769	-27.22	
1459.780	-27.29	
1459.791	-27.26	
1459.802	-26.81	
1459.813	-26.55	
1459.824	-26.24	
1459.835	-25.58	
1459.846	-25.38	
1459.857	-25.80	
1459.868	-26.81	
1459.879	-28.22	
1459.890	-28.72	
1459.900	-29.08	
1459.911	-28.95	
1459.922	-28.32	
1459.933	-27.70	
1459.944	-26.71	
1459.955	-26.16	
1459.966	-27.32	
1459.977	-28.94	
1459.988	-29.59	
1459.999	-29.99	
1460.010	-30.09	
1460.021	-29.66	
1460.032	-28.71	
1460.043	-28.25	
1460.054	-27.33	
1460.065	-26.60	
1460.076	-26.70	
1460.086	-30.56	
1460.097	-29.27	
1460.108	-29.94	
1460.119	-30.05	
1460.130	-29.98	
1460.141	-29.93	
1460.152	-29.70	
1460.163	-29.38	
1460.174	-28.65	
1460.185	-27.74	
1460.196	-26.32	
1460.207	-25.51	
1460.218	-25.44	
1460.229	-27.10	
1460.240	-28.72	
1460.250	-29.18	
1460.261	-28.59	
1460.272	-27.88	
1460.283	-26.98	
1460.294	-25.94	
1460.305	-25.50	
1460.316	-25.53	
1460.327	-25.84	
1460.338	-26.10	
1460.349	-25.72	
1460.360	-25.65	
1460.371	-25.14	
1460.382	-24.22	
1460.392	-23.29	
1460.403	-22.70	
1460.414	-22.92	
1460.425	-25.00	
1460.436	-25.80	
1460.447	-26.20	
1460.458	-26.80	
1460.469	-27.23	
1460.480	-27.78	
1460.491	-28.59	
1460.502	-29.01	
1460.513	-29.01	
1460.524	-28.06	
1460.535	-26.42	
1460.545	-25.51	
1460.556	-25.30	
1460.567	-24.98	
1460.578	-25.56	
1460.589	-26.30	
1460.600	-27.03	
1460.611	-27.55	
1460.622	-27.45	
1460.633	-26.90	
1460.644	-26.26	
1460.655	-25.20	
1460.666	-24.64	
1460.676	-24.41	
1460.687	-24.08	
1460.698	-23.84	
1460.709	-24.05	
1460.720	-24.55	
1460.731	-24.97	
1460.742	-25.46	
1460.753	-26.09	
1460.764	-26.48	
1460.775	-26.97	
1460.786	-27.80	
1460.796	-28.47	
1460.807	-27.70	
1460.818	-26.93	
1460.829	-26.50	
1460.840	-26.12	
1460.851	-25.42	
1460.862	-25.13	
1460.873	-25.60	
1460.884	-26.19	
1460.895	-27.03	
1460.906	-27.70	
1460.917	-28.53	
1460.927	-29.73	
1460.938	-30.04	
1460.949	-29.90	
1460.960	-29.71	
1460.971	-29.14	
1460.982	-28.05	
1460.993	-27.35	
1461.004	-26.70	
1461.015	-26.20	
1461.026	-26.70	
1461.036	-27.17	
1461.047	-28.45	
1461.058	-28.80	
1461.069	-29.12	
1461.080	-29.44	
1461.091	-30.50	
1461.102	-31.00	
1461.113	-29.26	
1461.124	-28.56	
1461.135	-28.23	
1461.146	-27.78	
1461.156	-27.98	
1461.167	-28.66	
1461.178	-29.09	
1461.189	-29.19	
1461.200	-28.72	
1461.211	-28.00	
1461.222	-27.30	
1461.233	-26.68	
1461.244	-26.77	
1461.254	-26.82	
1461.265	-27.30	
1461.276	-27.91	
1461.287	-28.03	
1461.298	-28.23	
1461.309	-28.12	
1461.320	-27.60	
1461.331	-26.84	
1461.342	-26.44	
1461.353	-25.56	
1461.363	-25.17	
1461.374	-24.77	
1461.385	-25.07	
1461.396	-25.49	
1461.407	-26.10	
1461.418	-26.79	
1461.429	-27.29	
1461.440	-27.92	
1461.451	-27.70	
1461.461	-27.19	
1461.472	-26.75	
1461.483	-26.24	
1461.494	-26.51	
1461.505	-27.01	
1461.516	-27.18	
1461.527	-27.87	
1461.538	-28.40	
1461.549	-28.82	
1461.559	-28.77	
1461.570	-28.49	
1461.581	-27.83	
1461.592	-27.47	
1461.603	-26.55	
1461.614	-26.78	
1461.625	-27.91	
1461.636	-28.64	
1461.647	-29.05	
1461.657	-29.07	
1461.668	-28.64	
1461.679	-28.50	
1461.690	-28.33	
1461.701	-27.60	
1461.712	-26.94	
1461.723	-27.00	
1461.734	-27.61	
1461.745	-28.22	
1461.755	-28.60	
1461.766	-28.60	
1461.777	-28.16	
1461.788	-27.65	
1461.799	-26.99	
1461.810	-26.35	
1461.821	-26.29	
1461.832	-24.11	
1461.842	-23.70	
1461.853	-24.12	
1461.864	-24.92	
1461.875	-25.82	
1461.886	-26.56	
1461.897	-27.52	
1461.908	-28.50	
1461.919	-29.09	
1461.929	-29.37	
1461.940	-29.41	
1461.951	-29.29	
1461.962	-29.05	
1461.973	-28.44	
1461.984	-27.90	
1461.995	-27.29	
1462.006	-27.81	
1462.016	-28.55	
1462.027	-29.07	
1462.038	-29.33	
1462.049	-29.54	
1462.060	-29.48	
1462.071	-28.95	
1462.082	-27.98	
1462.093	-27.63	
1462.103	-28.77	
1462.114	-30.00	
1462.125	-30.73	
1462.136	-31.54	
1462.147	-31.00	
1462.158	-30.05	
1462.169	-29.20	
1462.179	-27.90	
1462.190	-26.78	
1462.201	-26.59	
1462.212	-26.99	
1462.223	-27.90	
1462.234	-28.26	
1462.245	-28.75	
1462.256	-28.84	
1462.266	-28.73	
1462.277	-28.35	
1462.288	-28.04	
1462.299	-27.44	
1462.310	-26.93	
1462.321	-26.95	
1462.332	-27.43	
1462.342	-28.23	
1462.353	-28.73	
1462.364	-28.48	
1462.375	-27.63	
1462.386	-26.30	
1462.397	-25.01	
1462.408	-23.77	
1462.418	-23.09	
1462.429	-23.67	
1462.440	-25.32	
1462.451	-27.21	
1462.462	-29.08	
1462.473	-29.28	
1462.484	-29.34	
1462.494	-29.46	
1462.505	-29.37	
1462.516	-28.91	
1462.527	-27.99	
1462.538	-27.23	
1462.549	-26.50	
1462.560	-26.43	
1462.570	-27.19	
1462.581	-28.45	
1462.592	-30.74	
1462.603	-29.79	
1462.614	-30.09	
1462.625	-29.73	
1462.636	-29.14	
1462.646	-28.28	
1462.657	-27.60	
1462.668	-26.93	
1462.679	-26.96	
1462.690	-27.77	
1462.701	-28.85	
1462.712	-29.24	
1462.722	-29.39	
1462.733	-29.35	
1462.744	-29.10	
1462.755	-28.83	
1462.766	-28.38	
1462.777	-28.24	
1462.787	-28.78	
1462.798	-29.96	
1462.809	-31.26	
1462.820	-31.34	
1462.831	-30.36	
1462.842	-28.70	
1462.853	-27.53	
1462.863	-26.30	
1462.874	-25.14	
1462.885	-26.06	
1462.896	-27.79	
1462.907	-29.13	
1462.918	-29.80	
1462.928	-30.21	
1462.939	-29.93	
1462.950	-29.48	
1462.961	-28.49	
1462.972	-27.34	
1462.983	-26.22	
1462.993	-25.82	
1463.004	-26.55	
1463.015	-28.37	
1463.026	-29.19	
1463.037	-29.65	
1463.048	-30.20	
1463.059	-30.27	
1463.069	-29.85	
1463.080	-29.09	
1463.091	-28.01	
1463.102	-26.56	
1463.113	-25.90	
1463.124	-25.79	
1463.134	-26.59	
1463.145	-28.00	
1463.156	-29.19	
1463.167	-29.25	
1463.178	-28.76	
1463.189	-27.81	
1463.199	-26.79	
1463.210	-25.87	
1463.221	-26.04	
1463.232	-26.51	
1463.243	-26.99	
1463.254	-27.71	
1463.264	-27.81	
1463.275	-27.78	
1463.286	-27.61	
1463.297	-27.44	
1463.308	-27.25	
1463.319	-27.01	
1463.329	-26.62	
1463.340	-26.47	
1463.351	-26.49	
1463.362	-26.93	
1463.373	-27.65	
1463.383	-28.19	
1463.394	-28.29	
1463.405	-27.62	
1463.416	-26.87	
1463.427	-26.19	
1463.438	-25.60	
1463.448	-25.22	
1463.459	-25.39	
1463.470	-26.90	
1463.481	-28.48	
1463.492	-29.93	
1463.503	-30.91	
1463.513	-31.27	
1463.524	-30.58	
1463.535	-29.85	
1463.546	-28.71	
1463.557	-27.77	
1463.568	-27.08	
1463.578	-27.04	
1463.589	-27.04	
1463.600	-27.34	
1463.611	-28.27	
1463.622	-28.39	
1463.632	-28.48	
1463.643	-28.52	
1463.654	-28.46	
1463.665	-28.00	
1463.676	-27.39	
1463.687	-26.92	
1463.697	-26.66	
1463.708	-26.82	
1463.719	-27.23	
1463.730	-27.76	
1463.741	-28.34	
1463.751	-28.67	
1463.762	-29.27	
1463.773	-29.07	
1463.784	-28.39	
1463.795	-27.94	
1463.805	-27.26	
1463.816	-26.52	
1463.827	-25.87	
1463.838	-25.16	
1463.849	-25.16	
1463.860	-26.45	
1463.870	-28.10	
1463.881	-29.10	
1463.892	-29.64	
1463.903	-29.99	
1463.914	-30.20	
1463.924	-30.43	
1463.935	-30.09	
1463.946	-29.27	
1463.957	-27.65	
1463.968	-25.87	
1463.978	-24.93	
1463.989	-25.08	
1464.000	-25.70	
1464.011	-25.89	
1464.022	-26.69	
1464.033	-27.36	
1464.043	-27.68	
1464.054	-27.59	
1464.065	-27.04	
1464.076	-25.79	
1464.087	-24.93	
1464.097	-25.65	
1464.108	-26.77	
1464.119	-27.70	
1464.130	-28.77	
1464.141	-29.89	
1464.151	-30.16	
1464.162	-29.78	
1464.173	-29.19	
1464.184	-28.56	
1464.195	-28.05	
1464.205	-27.94	
1464.216	-28.61	
1464.227	-29.99	
1464.238	-30.75	
1464.249	-30.98	
1464.259	-30.75	
1464.270	-29.80	
1464.281	-27.74	
1464.292	-26.09	
1464.303	-26.42	
1464.313	-27.50	
1464.324	-28.75	
1464.335	-29.42	
1464.346	-29.95	
1464.357	-29.92	
1464.367	-29.73	
1464.378	-29.30	
1464.389	-28.83	
1464.400	-27.92	
1464.411	-27.09	
1464.421	-25.81	
1464.432	-25.56	
1464.443	-26.79	
1464.454	-28.57	
1464.465	-29.52	
1464.475	-29.54	
1464.486	-29.20	
1464.497	-28.45	
1464.508	-27.79	
1464.518	-27.37	
1464.529	-26.90	
1464.540	-26.93	
1464.551	-26.77	
1464.562	-26.79	
1464.572	-26.26	
1464.583	-25.65	
1464.594	-25.29	
1464.605	-24.64	
1464.616	-24.08	
1464.626	-23.92	
1464.637	-23.71	
1464.648	-23.99	
1464.659	-25.00	
1464.669	-26.16	
1464.680	-26.84	
1464.691	-27.56	
1464.702	-27.76	
1464.713	-27.92	
1464.723	-27.76	
1464.734	-27.52	
1464.745	-27.50	
1464.756	-27.05	
1464.767	-27.18	
1464.777	-27.51	
1464.788	-27.66	
1464.799	-28.32	
1464.810	-28.52	
1464.820	-28.57	
1464.831	-28.44	
1464.842	-28.25	
1464.853	-27.39	
1464.864	-27.06	
1464.874	-26.86	
1464.885	-27.14	
1464.896	-27.42	
1464.907	-27.56	
1464.917	-27.26	
1464.928	-26.83	
1464.939	-25.77	
1464.950	-24.78	
1464.961	-25.63	
1464.971	-27.71	
1464.982	-28.81	
1464.993	-28.78	
1465.004	-28.55	
1465.014	-27.28	
1465.025	-25.55	
1465.036	-24.55	
1465.047	-24.74	
1465.058	-25.55	
1465.068	-26.66	
1465.079	-28.05	
1465.090	-27.99	
1465.101	-28.12	
1465.111	-27.43	
1465.122	-26.45	
1465.133	-25.10	
1465.144	-23.75	
1465.154	-23.05	
1465.165	-24.22	
1465.176	-26.18	
1465.187	-27.65	
1465.198	-29.12	
1465.208	-29.97	
1465.219	-30.41	
1465.230	-30.52	
1465.241	-30.05	
1465.251	-29.70	
1465.262	-29.17	
1465.273	-29.09	
1465.284	-30.49	
1465.294	-31.61	
1465.305	-31.60	
1465.316	-31.44	
1465.327	-31.04	
1465.338	-30.37	
1465.348	-29.38	
1465.359	-28.67	
1465.370	-28.49	
1465.381	-28.70	
1465.391	-29.37	
1465.402	-30.30	
1465.413	-31.45	
1465.424	-32.32	
1465.434	-32.58	
1465.445	-31.78	
1465.456	-29.77	
1465.467	-26.65	
1465.477	-25.00	
1465.488	-24.70	
1465.499	-25.39	
1465.510	-25.77	
1465.520	-26.03	
1465.531	-25.73	
1465.542	-24.88	
1465.553	-25.14	
1465.563	-25.83	
1465.574	-25.73	
1465.585	-24.93	
1465.596	-24.59	
1465.606	-25.87	
1465.617	-28.54	
1465.628	-30.17	
1465.639	-30.45	
1465.650	-30.19	
1465.660	-30.08	
1465.671	-29.62	
1465.682	-28.84	
1465.693	-27.93	
1465.703	-26.63	
1465.714	-26.03	
1465.725	-26.60	
1465.736	-28.42	
1465.746	-29.74	
1465.757	-30.23	
1465.768	-30.66	
1465.779	-31.06	
1465.789	-30.85	
1465.800	-30.20	
1465.811	-29.19	
1465.822	-28.21	
1465.832	-27.16	
1465.843	-25.80	
1465.854	-25.02	
1465.865	-24.62	
1465.875	-24.61	
1465.886	-25.10	
1465.897	-26.12	
1465.907	-26.99	
1465.918	-27.65	
1465.929	-27.98	
1465.940	-28.09	
1465.950	-27.81	
1465.961	-27.20	
1465.972	-26.52	
1465.983	-25.65	
1465.993	-25.02	
1466.004	-25.04	
1466.015	-25.63	
1466.026	-26.67	
1466.036	-29.15	
1466.047	-28.96	
1466.058	-29.30	
1466.069	-29.28	
1466.079	-28.67	
1466.090	-27.44	
1466.101	-26.15	
1466.112	-26.81	
1466.122	-27.94	
1466.133	-29.21	
1466.144	-29.86	
1466.155	-30.25	
1466.165	-30.29	
1466.176	-29.70	
1466.187	-28.76	
1466.197	-27.13	
1466.208	-25.49	
1466.219	-24.82	
1466.230	-25.99	
1466.240	-27.57	
1466.251	-28.53	
1466.262	-29.01	
1466.273	-29.44	
1466.283	-29.37	
1466.294	-28.99	
1466.305	-28.29	
1466.316	-27.52	
1466.326	-26.66	
1466.337	-26.29	
1466.348	-26.55	
1466.358	-26.77	
1466.369	-27.54	
1466.380	-28.24	
1466.391	-29.01	
1466.401	-29.03	
1466.412	-28.79	
1466.423	-28.25	
1466.434	-27.51	
1466.444	-26.77	
1466.455	-26.29	
1466.466	-26.04	
1466.476	-26.13	
1466.487	-26.55	
1466.498	-28.29	
1466.509	-30.24	
1466.519	-30.94	
1466.530	-30.89	
1466.541	-30.82	
1466.552	-30.17	
1466.562	-29.16	
1466.573	-28.30	
1466.584	-27.17	
1466.594	-26.42	
1466.605	-26.24	
1466.616	-26.60	
1466.627	-27.32	
1466.637	-28.03	
1466.648	-28.84	
1466.659	-29.39	
1466.670	-29.47	
1466.680	-29.23	
1466.691	-29.07	
1466.702	-28.72	
1466.712	-28.57	
1466.723	-28.27	
1466.734	-27.56	
1466.745	-26.58	
1466.755	-26.58	
1466.766	-27.14	
1466.777	-27.67	
1466.787	-28.30	
1466.798	-28.57	
1466.809	-28.98	
1466.820	-28.95	
1466.830	-28.62	
1466.841	-28.19	
1466.852	-27.59	
1466.862	-27.13	
1466.873	-26.93	
1466.884	-27.49	
1466.895	-28.27	
1466.905	-29.55	
1466.916	-30.92	
1466.927	-30.37	
1466.937	-30.54	
1466.948	-29.99	
1466.959	-29.30	
1466.970	-28.70	
1466.980	-28.38	
1466.991	-27.70	
1467.002	-27.03	
1467.012	-26.45	
1467.023	-26.21	
1467.034	-26.62	
1467.044	-27.06	
1467.055	-27.63	
1467.066	-27.65	
1467.077	-27.24	
1467.087	-26.84	
1467.098	-24.35	
1467.109	-25.85	
1467.119	-23.62	
1467.130	-24.05	
1467.141	-25.98	
1467.152	-28.30	
1467.162	-29.73	
1467.173	-30.03	
1467.184	-29.78	
1467.194	-29.26	
1467.205	-28.97	
1467.216	-28.68	
1467.226	-28.02	
1467.237	-27.46	
1467.248	-27.29	
1467.259	-27.28	
1467.269	-27.67	
1467.280	-28.00	
1467.291	-28.13	
1467.301	-27.95	
1467.312	-27.23	
1467.323	-26.56	
1467.333	-26.28	
1467.344	-26.05	
1467.355	-25.79	
1467.366	-25.85	
1467.376	-26.55	
1467.387	-28.18	
1467.398	-29.41	
1467.408	-29.55	
1467.419	-29.12	
1467.430	-27.92	
1467.440	-27.23	
1467.451	-27.57	
1467.462	-27.94	
1467.473	-28.57	
1467.483	-25.72	
1467.494	-29.90	
1467.505	-30.07	
1467.515	-30.05	
1467.526	-29.85	
1467.537	-28.35	
1467.547	-26.03	
1467.558	-26.69	
1467.569	-26.94	
1467.579	-29.13	
1467.590	-26.78	
1467.601	-27.39	
1467.612	-28.11	
1467.622	-28.85	
1467.633	-28.67	
1467.644	-27.61	
1467.654	-26.71	
1467.665	-26.74	
1467.676	-27.25	
1467.686	-28.12	
1467.697	-29.68	
1467.708	-30.48	
1467.718	-30.73	
1467.729	-30.68	
1467.740	-30.40	
1467.750	-30.05	
1467.761	-29.86	
1467.772	-28.78	
1467.783	-27.06	
1467.793	-25.91	
1467.804	-25.55	
1467.815	-25.22	
1467.825	-25.10	
1467.836	-24.95	
1467.847	-25.23	
1467.857	-25.52	
1467.868	-26.64	
1467.879	-27.64	
1467.889	-28.24	
1467.900	-29.09	
1467.911	-29.38	
1467.921	-29.72	
1467.932	-29.41	
1467.943	-29.16	
1467.953	-28.47	
1467.964	-27.82	
1467.975	-27.34	
1467.985	-26.96	
1467.996	-26.70	
1468.007	-27.00	
1468.017	-27.69	
1468.028	-28.29	
1468.039	-28.95	
1468.049	-29.02	
1468.060	-29.08	
1468.071	-28.59	
1468.082	-27.55	
1468.092	-26.04	
1468.103	-25.22	
1468.114	-25.12	
1468.124	-25.80	
1468.135	-26.73	
1468.146	-27.23	
1468.156	-27.43	
1468.167	-28.35	
1468.178	-28.44	
1468.188	-27.95	
1468.199	-27.33	
1468.210	-26.78	
1468.220	-26.18	
1468.231	-26.13	
1468.242	-26.86	
1468.252	-27.55	
1468.263	-28.26	
1468.274	-28.49	
1468.284	-28.86	
1468.295	-28.95	
1468.306	-28.19	
1468.316	-27.02	
1468.327	-25.72	
1468.338	-24.85	
1468.348	-24.40	
1468.359	-24.78	
1468.370	-25.52	
1468.380	-26.80	
1468.391	-27.97	
1468.402	-28.14	
1468.412	-27.13	
1468.423	-26.70	
1468.434	-26.11	
1468.444	-24.99	
1468.455	-25.28	
1468.466	-27.70	
1468.476	-29.48	
1468.487	-28.78	
1468.498	-28.33	
1468.508	-25.80	
1468.519	-24.98	
1468.530	-23.98	
1468.540	-23.30	
1468.551	-23.84	
1468.562	-25.20	
1468.572	-26.71	
1468.583	-27.33	
1468.593	-27.58	
1468.604	-27.89	
1468.615	-27.85	
1468.625	-27.82	
1468.636	-27.45	
1468.647	-27.33	
1468.657	-27.15	
1468.668	-27.43	
1468.679	-28.00	
1468.689	-28.86	
1468.700	-29.71	
1468.711	-30.37	
1468.721	-30.07	
1468.732	-28.96	
1468.743	-27.85	
1468.753	-26.85	
1468.764	-26.19	
1468.775	-26.13	
1468.785	-26.83	
1468.796	-27.46	
1468.807	-28.13	
1468.817	-29.27	
1468.828	-29.78	
1468.839	-29.02	
1468.849	-28.08	
1468.860	-27.42	
1468.870	-26.80	
1468.881	-26.64	
1468.892	-26.74	
1468.902	-27.32	
1468.913	-28.49	
1468.924	-29.77	
1468.934	-30.50	
1468.945	-30.55	
1468.956	-30.37	
1468.966	-29.63	
1468.977	-28.84	
1468.988	-28.06	
1468.998	-26.88	
1469.009	-26.22	
1469.019	-26.20	
1469.030	-26.96	
1469.041	-27.92	
1469.051	-28.72	
1469.062	-29.18	
1469.073	-29.24	
1469.083	-28.66	
1469.094	-27.50	
1469.105	-26.16	
1469.115	-25.54	
1469.126	-25.47	
1469.137	-25.98	
1469.147	-26.68	
1469.158	-27.30	
1469.168	-27.97	
1469.179	-28.34	
1469.190	-28.36	
1469.200	-28.32	
1469.211	-27.77	
1469.222	-27.07	
1469.232	-26.51	
1469.243	-26.28	
1469.254	-26.69	
1469.264	-27.48	
1469.275	-27.94	
1469.285	-27.59	
1469.296	-26.91	
1469.307	-26.12	
1469.317	-25.80	
1469.328	-25.57	
1469.339	-25.79	
1469.349	-26.19	
1469.360	-27.00	
1469.371	-28.09	
1469.381	-29.05	
1469.392	-30.15	
1469.402	-30.92	
1469.413	-30.82	
1469.424	-30.24	
1469.434	-28.98	
1469.445	-27.42	
1469.456	-26.28	
1469.466	-26.26	
1469.477	-27.40	
1469.487	-28.23	
1469.498	-28.65	
1469.509	-28.80	
1469.519	-28.72	
1469.530	-28.28	
1469.541	-27.92	
1469.551	-27.84	
1469.562	-28.00	
1469.572	-28.73	
1469.583	-29.28	
1469.594	-29.23	
1469.604	-29.10	
1469.615	-28.67	
1469.626	-27.29	
1469.636	-26.47	
1469.647	-26.63	
1469.657	-27.04	
1469.668	-27.56	
1469.679	-28.14	
1469.689	-28.66	
1469.700	-29.30	
1469.711	-29.50	
1469.721	-29.52	
1469.732	-29.44	
1469.742	-25.52	
1469.753	-29.72	
1469.764	-30.17	
1469.774	-30.48	
1469.785	-29.74	
1469.796	-30.76	
1469.806	-30.45	
1469.817	-28.80	
1469.827	-27.67	
1469.838	-26.54	
1469.849	-25.36	
1469.859	-24.59	
1469.870	-24.72	
1469.880	-25.04	
1469.891	-25.74	
1469.902	-26.68	
1469.912	-27.47	
1469.923	-28.08	
1469.934	-28.47	
1469.944	-28.78	
1469.955	-28.28	
1469.965	-27.74	
1469.976	-27.48	
1469.987	-27.02	
1469.997	-26.43	
1470.008	-25.90	
1470.018	-25.38	
1470.029	-25.39	
1470.040	-26.12	
1470.050	-27.07	
1470.061	-27.95	
1470.072	-29.21	
1470.082	-28.92	
1470.093	-28.56	
1470.103	-28.99	
1470.114	-28.82	
1470.125	-28.39	
1470.135	-27.79	
1470.146	-26.93	
1470.156	-26.05	
1470.167	-26.29	
1470.178	-27.57	
1470.188	-28.65	
1470.199	-29.58	
1470.209	-30.08	
1470.220	-30.32	
1470.231	-30.11	
1470.241	-29.64	
1470.252	-27.80	
1470.262	-28.64	
1470.273	-27.24	
1470.284	-26.74	
1470.294	-26.56	
1470.305	-26.18	
1470.315	-26.17	
1470.326	-26.29	
1470.337	-26.50	
1470.347	-27.05	
1470.358	-27.60	
1470.368	-28.21	
1470.379	-28.42	
1470.390	-28.25	
1470.400	-27.57	
1470.411	-26.87	
1470.421	-26.40	
1470.432	-26.71	
1470.443	-27.57	
1470.453	-28.16	
1470.464	-28.19	
1470.474	-28.23	
1470.485	-27.96	
1470.496	-27.27	
1470.506	-26.39	
1470.517	-25.61	
1470.527	-25.87	
1470.538	-27.23	
1470.549	-28.60	
1470.559	-29.44	
1470.570	-30.26	
1470.580	-30.37	
1470.591	-28.67	
1470.602	-26.69	
1470.612	-25.72	
1470.623	-25.13	
1470.633	-24.15	
1470.644	-23.40	
1470.654	-23.08	
1470.665	-25.31	
1470.676	-27.34	
1470.686	-28.16	
1470.697	-28.07	
1470.707	-27.96	
1470.718	-27.72	
1470.729	-27.82	
1470.739	-27.89	
1470.750	-27.12	
1470.760	-25.74	
1470.771	-24.04	
1470.782	-23.73	
1470.792	-24.39	
1470.803	-25.40	
1470.813	-26.84	
1470.824	-27.97	
1470.834	-29.16	
1470.845	-29.66	
1470.856	-29.33	
1470.866	-28.62	
1470.877	-27.76	
1470.887	-26.98	
1470.898	-26.85	
1470.909	-27.17	
1470.919	-28.08	
1470.930	-28.52	
1470.940	-30.13	
1470.951	-29.20	
1470.961	-29.10	
1470.972	-28.99	
1470.983	-28.94	
1470.993	-28.91	
1471.004	-28.82	
1471.014	-28.04	
1471.025	-27.57	
1471.036	-26.96	
1471.046	-27.01	
1471.057	-27.42	
1471.067	-28.30	
1471.078	-28.92	
1471.088	-29.42	
1471.099	-29.36	
1471.110	-28.92	
1471.120	-28.42	
1471.131	-28.04	
1471.141	-28.55	
1471.152	-29.41	
1471.162	-29.76	
1471.173	-30.11	
1471.184	-30.39	
1471.194	-30.27	
1471.205	-30.16	
1471.215	-29.97	
1471.226	-29.70	
1471.236	-29.40	
1471.247	-29.13	
1471.258	-29.36	
1471.268	-29.88	
1471.279	-30.07	
