depth	d18O	dD
114.367	-25.76	
114.433	-25.71	
114.499	-27.10	
114.565	-29.11	
114.630	-29.39	
114.696	-28.17	
114.762	-27.05	
114.828	-26.04	
114.894	-25.90	
114.960	-27.24	
115.025	-28.53	
115.091	-29.89	
115.157	-30.35	
115.223	-29.51	
115.289	-27.43	
115.354	-25.23	
115.420	-23.77	
115.486	-26.17	
115.552	-26.21	
115.617	-27.03	
115.683	-27.58	
115.749	-28.21	
115.815	-28.28	
115.880	-26.78	
115.946	-24.77	
116.012	-23.12	
116.077	-23.81	
116.143	-26.45	
116.209	-28.08	
116.274	-28.36	
116.340	-27.94	
116.406	-27.57	
116.471	-26.97	
116.537	-26.02	
116.603	-27.03	
116.668	-27.88	
116.734	-27.36	
116.799	-26.25	
116.865	-25.27	
116.931	-25.74	
116.996	-26.71	
117.062	-27.41	
117.127	-27.94	
117.193	-27.61	
117.259	-26.73	
117.324	-25.74	
117.390	-22.54	
117.455	-24.16	
117.521	-28.90	
117.586	-28.62	
117.652	-28.01	
117.717	-27.24	
117.783	-26.84	
117.848	-27.07	
117.914	-26.94	
117.979	-26.61	
118.045	-26.01	
118.110	-25.44	
118.176	-26.79	
118.241	-28.20	
118.307	-28.53	
118.372	-28.67	
118.438	-28.44	
118.503	-27.62	
118.569	-27.18	
118.634	-27.93	
118.699	-29.22	
118.765	-30.28	
118.830	-30.70	
118.896	-29.69	
118.961	-28.04	
119.026	-27.83	
119.092	-28.00	
119.157	-27.73	
119.223	-27.45	
119.288	-28.12	
119.353	-25.27	
119.419	-25.54	
119.484	-27.74	
119.549	-29.15	
119.615	-28.91	
119.680	-27.65	
119.745	-27.06	
119.811	-27.06	
119.876	-27.43	
119.941	-27.53	
120.006	-27.19	
120.072	-26.80	
120.137	-26.66	
120.202	-26.81	
120.268	-26.63	
120.333	-26.60	
120.398	-27.33	
120.463	-28.74	
120.529	-29.05	
120.594	-28.89	
120.659	-28.32	
120.724	-27.87	
120.789	-27.33	
120.855	-26.92	
120.920	-28.38	
120.985	-30.22	
121.050	-31.61	
121.115	-30.90	
121.181	-29.26	
121.246	-27.62	
121.311	-25.78	
121.376	-26.73	
121.441	-26.07	
121.506	-24.00	
121.572	-24.99	
121.637	-26.84	
121.702	-28.06	
121.767	-27.96	
121.832	-27.60	
121.897	-26.75	
121.962	-25.50	
122.027	-24.74	
122.092	-26.35	
122.158	-26.42	
122.223	-28.84	
122.288	-29.35	
122.353	-29.03	
122.418	-28.61	
122.483	-26.65	
122.548	-27.84	
122.613	-27.80	
122.678	-27.83	
122.743	-28.59	
122.808	-28.96	
122.873	-28.58	
122.938	-27.73	
123.003	-28.16	
123.068	-31.49	
123.133	-31.81	
123.198	-31.43	
123.263	-30.62	
123.328	-28.26	
123.393	-25.82	
123.458	-26.63	
123.523	-31.91	
123.588	-32.10	
123.653	-31.52	
123.718	-31.06	
123.783	-30.44	
123.848	-28.82	
123.912	-26.66	
123.977	-25.18	
124.042	-28.06	
124.107	-28.52	
124.172	-28.57	
124.237	-27.23	
124.302	-25.64	
124.367	-24.84	
124.432	-25.89	
124.496	-27.92	
124.561	-29.19	
124.626	-28.73	
124.691	-27.02	
124.756	-25.41	
124.821	-25.43	
124.886	-26.73	
124.950	-27.42	
125.015	-27.74	
125.080	-27.64	
125.145	-27.86	
125.210	-27.58	
125.274	-27.30	
125.339	-27.44	
125.404	-27.59	
125.469	-26.13	
125.534	-25.84	
125.598	-26.20	
125.663	-29.09	
125.728	-29.40	
125.793	-27.62	
125.857	-25.37	
125.922	-25.45	
125.987	-27.72	
126.052	-29.41	
126.116	-29.58	
126.181	-28.64	
126.246	-26.79	
126.310	-25.31	
126.375	-23.46	
126.440	-25.41	
126.505	-26.31	
126.569	-27.18	
126.634	-28.23	
126.699	-28.42	
126.763	-28.24	
126.828	-27.22	
126.893	-26.25	
126.957	-24.42	
127.022	-24.91	
127.086	-26.30	
127.151	-27.05	
127.216	-25.35	
127.280	-24.06	
127.345	-24.13	
127.410	-24.36	
127.474	-25.62	
127.539	-27.08	
127.603	-28.55	
127.668	-28.92	
127.733	-28.33	
127.797	-26.17	
127.862	-25.41	
127.926	-25.16	
127.991	-25.70	
128.055	-26.79	
128.120	-27.89	
128.185	-28.47	
128.249	-28.16	
128.314	-27.76	
128.378	-27.16	
128.443	-26.25	
128.507	-25.54	
128.572	-26.71	
128.636	-27.69	
128.701	-26.87	
128.765	-26.48	
128.830	-27.36	
128.894	-29.23	
128.959	-30.36	
129.023	-30.19	
129.088	-29.43	
129.152	-29.72	
129.217	-30.19	
129.281	-30.44	
129.346	-30.65	
129.410	-30.28	
129.474	-28.25	
129.539	-27.32	
129.603	-28.12	
129.668	-30.38	
129.732	-31.96	
129.797	-33.12	
129.861	-32.57	
129.925	-30.01	
129.990	-28.36	
130.054	-27.92	
130.119	-28.50	
130.183	-28.78	
130.247	-28.81	
130.312	-28.70	
130.376	-27.88	
130.440	-26.71	
130.505	-26.40	
130.569	-28.22	
130.633	-29.45	
130.698	-29.89	
130.762	-29.24	
130.827	-28.50	
130.891	-29.48	
130.955	-30.90	
131.019	-31.26	
131.084	-30.84	
131.148	-29.90	
131.212	-28.59	
131.277	-27.73	
131.341	-26.89	
131.405	-26.79	
131.470	-27.48	
131.534	-28.77	
131.598	-29.93	
131.662	-29.61	
131.727	-28.24	
131.791	-25.82	
131.855	-25.76	
131.919	-26.83	
131.984	-27.62	
132.048	-28.22	
132.112	-28.88	
132.176	-28.97	
132.241	-28.12	
132.305	-27.19	
132.369	-26.89	
132.433	-28.59	
132.497	-28.57	
132.562	-28.27	
132.626	-28.77	
132.690	-27.52	
132.754	-26.33	
132.818	-25.26	
132.882	-25.16	
132.947	-26.11	
133.011	-28.68	
133.075	-30.86	
133.139	-31.49	
133.203	-30.76	
133.267	-27.09	
133.332	-26.75	
133.396	-27.39	
133.460	-28.70	
133.524	-29.14	
133.588	-28.48	
133.652	-26.73	
133.716	-25.21	
133.780	-27.83	
133.844	-29.19	
133.909	-28.32	
133.973	-28.32	
134.037	-26.88	
134.101	-25.49	
134.165	-24.68	
134.229	-26.15	
134.293	-27.29	
134.357	-28.05	
134.421	-29.48	
134.485	-31.06	
134.549	-31.04	
134.613	-29.97	
134.677	-28.42	
134.741	-26.71	
134.805	-27.30	
134.869	-28.64	
134.933	-28.88	
134.997	-28.57	
135.061	-28.19	
135.125	-27.72	
135.189	-27.15	
135.253	-27.73	
135.317	-28.21	
135.381	-27.99	
135.445	-26.84	
135.509	-25.91	
135.573	-25.44	
135.637	-25.11	
135.701	-25.03	
135.765	-25.40	
135.829	-26.27	
135.893	-27.77	
135.957	-29.02	
136.021	-29.45	
136.085	-28.41	
136.149	-26.71	
136.213	-25.57	
136.277	-26.30	
136.341	-27.92	
136.405	-29.57	
136.468	-30.10	
136.532	-29.50	
136.596	-27.83	
136.660	-27.16	
136.724	-27.41	
136.788	-28.10	
136.852	-29.37	
136.916	-29.24	
136.980	-27.69	
137.043	-25.81	
137.107	-25.47	
137.171	-29.90	
137.235	-30.49	
137.299	-29.61	
137.363	-28.11	
137.426	-26.98	
137.490	-26.12	
137.554	-26.63	
137.618	-29.97	
137.682	-31.61	
137.746	-31.30	
137.809	-28.93	
137.873	-26.51	
137.937	-28.51	
138.001	-30.26	
138.065	-28.51	
138.128	-27.16	
138.192	-27.19	
138.256	-27.90	
138.320	-28.12	
138.383	-27.10	
138.447	-27.63	
138.511	-26.86	
138.575	-27.27	
138.639	-28.24	
138.702	-29.00	
138.766	-28.95	
138.830	-28.36	
138.893	-27.84	
138.957	-28.17	
139.021	-29.77	
139.085	-32.44	
139.148	-33.24	
139.212	-31.96	
139.276	-29.66	
139.339	-27.92	
139.403	-26.46	
139.467	-25.84	
139.531	-25.86	
139.594	-26.70	
139.658	-28.07	
139.722	-28.81	
139.785	-29.25	
139.849	-29.12	
139.913	-29.00	
139.976	-27.13	
140.040	-26.53	
140.104	-27.84	
140.167	-29.51	
140.231	-30.40	
140.294	-30.01	
140.358	-28.86	
140.422	-27.53	
140.485	-26.98	
140.549	-26.89	
140.613	-27.83	
140.676	-29.42	
140.740	-30.11	
140.803	-30.00	
140.867	-28.96	
140.931	-27.20	
140.994	-25.73	
141.058	-25.91	
141.121	-27.65	
141.185	-29.73	
141.249	-29.91	
141.312	-29.18	
141.376	-28.68	
141.439	-28.92	
141.503	-28.81	
141.566	-27.78	
141.630	-26.13	
141.693	-23.97	
141.757	-27.88	
141.820	-30.41	
141.884	-30.55	
141.948	-28.60	
142.011	-25.25	
142.075	-24.15	
142.138	-26.52	
142.202	-27.83	
142.265	-30.72	
142.329	-30.79	
142.392	-31.47	
142.456	-30.55	
142.519	-29.13	
142.583	-28.19	
142.646	-27.74	
142.710	-29.30	
142.773	-30.98	
142.836	-31.60	
142.900	-31.45	
142.963	-30.19	
143.027	-27.73	
143.090	-25.49	
143.154	-26.21	
143.217	-27.35	
143.281	-27.48	
143.344	-26.85	
143.407	-25.29	
143.471	-24.94	
143.534	-26.04	
143.598	-25.68	
143.661	-28.88	
143.725	-28.35	
143.788	-27.01	
143.851	-25.95	
143.915	-25.65	
143.978	-26.83	
144.042	-28.43	
144.105	-28.71	
144.168	-27.92	
144.232	-25.75	
144.295	-28.23	
144.358	-29.25	
144.422	-29.26	
144.485	-27.61	
144.549	-25.30	
144.612	-24.51	
144.675	-24.03	
144.739	-24.61	
144.802	-26.12	
144.865	-27.94	
144.929	-29.08	
144.992	-28.77	
145.055	-27.57	
145.119	-26.23	
145.182	-26.03	
145.245	-26.53	
145.308	-26.64	
145.372	-26.47	
145.435	-26.41	
145.498	-26.54	
145.562	-26.73	
145.625	-27.37	
145.688	-27.76	
145.752	-26.47	
145.815	-26.06	
145.878	-27.41	
145.941	-29.74	
146.005	-31.01	
146.068	-31.43	
146.131	-30.83	
146.194	-29.51	
146.258	-27.70	
146.321	-26.08	
146.384	-24.95	
146.447	-24.23	
146.511	-24.43	
146.574	-26.25	
146.637	-28.45	
146.700	-31.10	
146.763	-31.53	
146.827	-30.03	
146.890	-28.92	
146.953	-28.51	
147.016	-28.75	
147.079	-28.50	
147.143	-28.20	
147.206	-25.37	
147.269	-24.72	
147.332	-28.75	
147.395	-29.18	
147.459	-29.05	
147.522	-28.80	
147.585	-28.00	
147.648	-27.16	
147.711	-26.22	
147.774	-25.76	
147.838	-26.26	
147.901	-29.25	
147.964	-30.29	
148.027	-30.02	
148.090	-28.85	
148.153	-27.15	
148.216	-26.15	
148.280	-25.70	
148.343	-24.83	
148.406	-26.75	
148.469	-27.30	
148.532	-27.58	
148.595	-30.16	
148.658	-28.84	
148.721	-28.29	
148.784	-26.99	
148.847	-26.91	
148.911	-28.76	
148.974	-28.35	
149.037	-29.18	
149.100	-28.30	
149.163	-26.44	
149.226	-25.68	
149.289	-26.45	
149.352	-27.14	
149.415	-26.55	
149.478	-25.72	
149.541	-25.68	
149.604	-26.74	
149.667	-27.51	
149.730	-27.00	
149.793	-25.38	
149.856	-24.32	
149.919	-27.35	
149.982	-28.69	
150.045	-29.57	
150.108	-29.53	
150.171	-29.41	
150.234	-29.04	
150.297	-28.62	
150.360	-29.49	
150.423	-30.86	
150.486	-31.41	
150.549	-30.52	
150.612	-29.54	
150.675	-28.38	
150.738	-27.57	
150.801	-30.90	
150.864	-32.30	
150.927	-30.62	
150.990	-28.78	
151.053	-26.98	
151.116	-25.63	
151.179	-27.19	
151.242	-29.00	
151.305	-29.26	
151.368	-28.78	
151.431	-28.29	
151.494	-27.35	
151.557	-26.43	
151.620	-25.89	
151.683	-26.85	
151.745	-28.86	
151.808	-30.16	
151.871	-30.68	
151.934	-29.39	
151.997	-28.10	
152.060	-27.54	
152.123	-28.46	
152.186	-29.68	
152.249	-31.34	
152.312	-30.92	
152.374	-29.31	
152.437	-27.33	
152.500	-25.92	
152.563	-25.71	
152.626	-27.04	
152.689	-28.31	
152.752	-28.81	
152.815	-28.27	
152.877	-27.16	
152.940	-25.75	
153.003	-25.85	
153.066	-25.58	
153.129	-24.70	
153.192	-25.21	
153.254	-27.00	
153.317	-27.83	
153.380	-26.47	
153.443	-24.71	
153.506	-23.91	
153.568	-26.07	
153.631	-27.38	
153.694	-28.18	
153.757	-28.15	
153.820	-27.73	
153.883	-27.25	
153.945	-26.54	
154.008	-25.42	
154.071	-25.05	
154.134	-26.18	
154.196	-27.49	
154.259	-27.68	
154.322	-26.49	
154.385	-25.29	
154.447	-24.46	
154.510	-23.78	
154.573	-25.16	
154.636	-27.30	
154.699	-28.69	
154.761	-29.46	
154.824	-29.07	
154.887	-27.90	
154.949	-26.50	
155.012	-24.81	
155.075	-24.60	
155.138	-25.76	
155.200	-28.15	
155.263	-29.66	
155.326	-28.77	
155.389	-26.92	
155.451	-24.67	
155.514	-25.20	
155.577	-27.52	
155.639	-28.46	
155.702	-28.37	
155.765	-27.13	
155.827	-25.82	
155.890	-27.26	
155.953	-29.13	
156.015	-29.57	
156.078	-28.79	
156.141	-27.03	
156.203	-24.39	
156.266	-25.17	
156.329	-26.06	
156.391	-27.48	
156.454	-28.59	
156.517	-29.74	
156.579	-29.64	
156.642	-27.78	
156.705	-27.16	
156.767	-27.69	
156.830	-28.37	
156.892	-29.26	
156.955	-29.76	
157.018	-29.31	
157.080	-28.13	
157.143	-26.72	
157.206	-24.25	
157.268	-27.90	
157.331	-31.15	
157.393	-32.80	
157.456	-31.72	
157.519	-27.96	
157.581	-27.23	
157.644	-27.03	
157.706	-25.53	
157.769	-25.90	
157.831	-27.78	
157.894	-29.86	
157.957	-30.67	
158.019	-30.16	
158.082	-29.04	
158.144	-27.94	
158.207	-25.36	
158.269	-27.01	
158.332	-29.60	
158.394	-30.63	
158.457	-30.50	
158.520	-29.54	
158.582	-28.30	
158.645	-27.30	
158.707	-26.74	
158.770	-28.34	
158.832	-29.94	
158.895	-30.03	
158.957	-29.63	
159.020	-28.71	
159.082	-27.68	
159.145	-26.45	
159.207	-25.34	
159.270	-26.47	
159.332	-28.35	
159.395	-29.18	
159.457	-28.40	
159.520	-26.72	
159.582	-25.77	
159.645	-26.49	
159.707	-28.30	
159.770	-30.24	
159.832	-30.13	
159.895	-28.52	
159.957	-27.53	
160.019	-27.39	
160.082	-27.52	
160.144	-25.71	
160.207	-29.08	
160.269	-29.19	
160.332	-28.33	
160.394	-26.53	
160.457	-25.29	
160.519	-24.72	
160.581	-26.08	
160.644	-28.95	
160.706	-29.74	
160.769	-28.18	
160.831	-26.13	
160.893	-25.54	
160.956	-25.43	
161.018	-25.54	
161.081	-26.46	
161.143	-29.01	
161.205	-29.61	
161.268	-28.30	
161.330	-26.51	
161.393	-26.00	
161.455	-26.79	
161.517	-28.44	
161.580	-29.77	
161.642	-29.67	
161.704	-28.73	
161.767	-26.35	
161.829	-24.18	
161.892	-22.68	
161.954	-26.30	
162.016	-28.33	
162.079	-29.57	
162.141	-29.78	
162.203	-28.76	
162.266	-27.83	
162.328	-28.11	
162.390	-28.70	
162.453	-28.36	
162.515	-28.59	
162.577	-28.78	
162.640	-27.73	
162.702	-26.45	
162.764	-25.85	
162.827	-25.92	
162.889	-26.81	
162.951	-27.88	
163.013	-28.83	
163.076	-28.64	
163.138	-26.46	
163.200	-25.66	
163.263	-25.47	
163.325	-26.65	
163.387	-27.00	
163.449	-27.12	
163.512	-27.15	
163.574	-27.66	
163.636	-28.10	
163.699	-27.59	
163.761	-26.20	
163.823	-24.80	
163.885	-26.24	
163.948	-27.72	
164.010	-29.43	
164.072	-29.70	
164.134	-29.69	
164.197	-29.22	
164.259	-27.77	
164.321	-26.20	
164.383	-25.49	
164.445	-26.63	
164.508	-28.17	
164.570	-29.48	
164.632	-29.96	
164.694	-29.71	
164.757	-28.80	
164.819	-26.72	
164.881	-28.31	
164.943	-29.00	
165.005	-29.62	
165.067	-29.58	
165.130	-29.26	
165.192	-29.17	
165.254	-27.79	
165.316	-28.45	
165.378	-29.89	
165.441	-30.70	
165.503	-30.22	
165.565	-28.59	
165.627	-27.21	
165.689	-27.47	
165.751	-29.16	
165.814	-31.01	
165.876	-30.22	
165.938	-28.58	
166.000	-27.33	
166.062	-28.39	
166.124	-29.17	
166.186	-29.41	
166.249	-28.45	
166.311	-27.24	
166.373	-27.03	
166.435	-27.87	
166.497	-28.69	
166.559	-28.77	
166.621	-28.89	
166.683	-29.55	
166.746	-28.59	
166.808	-26.10	
166.870	-24.43	
166.932	-24.61	
166.994	-27.10	
167.056	-28.30	
167.118	-28.08	
167.180	-27.05	
167.242	-25.71	
167.304	-26.21	
167.366	-29.74	
167.428	-31.02	
167.491	-28.11	
167.553	-27.50	
167.615	-26.85	
167.677	-27.56	
167.739	-29.63	
167.801	-31.26	
167.863	-32.06	
167.925	-30.88	
167.987	-29.55	
168.049	-28.63	
168.111	-28.31	
168.173	-28.52	
168.235	-30.28	
168.297	-31.12	
168.359	-31.01	
168.421	-30.38	
168.483	-29.11	
168.545	-27.49	
168.607	-27.35	
168.669	-27.49	
168.731	-27.82	
168.793	-28.81	
168.855	-29.47	
168.917	-29.91	
168.979	-29.51	
169.041	-28.18	
169.103	-27.46	
169.165	-28.04	
169.227	-29.01	
169.289	-28.61	
169.351	-28.70	
169.413	-30.34	
169.475	-30.63	
169.537	-27.24	
169.599	-25.26	
169.661	-25.42	
169.723	-26.50	
169.785	-27.80	
169.847	-27.85	
169.909	-27.49	
169.971	-26.68	
170.033	-25.94	
170.095	-26.97	
170.157	-30.16	
170.219	-30.56	
170.281	-29.09	
170.343	-27.62	
170.404	-25.74	
170.466	-25.40	
170.528	-26.61	
170.590	-27.04	
170.652	-28.10	
170.714	-28.49	
170.776	-28.76	
170.838	-29.02	
170.900	-29.32	
170.962	-28.53	
171.024	-26.61	
171.085	-23.59	
171.147	-25.43	
171.209	-25.74	
171.271	-24.55	
171.333	-23.92	
171.395	-24.18	
171.457	-25.37	
171.519	-26.16	
171.580	-26.86	
171.642	-27.48	
171.704	-27.30	
171.766	-27.77	
171.828	-28.07	
171.890	-27.51	
171.952	-26.68	
172.013	-24.94	
172.075	-25.47	
172.137	-28.00	
172.199	-30.38	
172.261	-31.23	
172.323	-30.39	
172.384	-29.31	
172.446	-28.12	
172.508	-27.79	
172.570	-29.27	
172.632	-29.95	
172.694	-29.42	
172.755	-27.83	
172.817	-26.37	
172.879	-25.39	
172.941	-25.57	
173.003	-27.18	
173.064	-29.34	
173.126	-29.62	
173.188	-27.95	
173.250	-26.86	
173.312	-26.39	
173.373	-26.69	
173.435	-26.85	
173.497	-27.48	
173.559	-28.74	
173.620	-29.71	
173.682	-29.74	
173.744	-28.50	
173.806	-27.20	
173.868	-26.08	
173.929	-29.07	
173.991	-31.16	
174.053	-31.86	
174.115	-32.56	
174.176	-30.63	
174.238	-28.02	
174.300	-26.94	
174.361	-29.70	
174.423	-30.09	
174.485	-29.88	
174.547	-28.64	
174.608	-28.00	
174.670	-27.04	
174.732	-25.60	
174.794	-25.46	
174.855	-26.02	
174.917	-26.69	
174.979	-27.45	
175.040	-27.35	
175.102	-26.38	
175.164	-25.57	
175.225	-25.16	
175.287	-26.75	
175.349	-28.95	
175.411	-29.41	
175.472	-28.45	
175.534	-27.32	
175.596	-26.28	
175.657	-24.61	
175.719	-24.17	
175.781	-26.34	
175.842	-29.58	
175.904	-31.64	
175.966	-31.93	
176.027	-30.66	
176.089	-29.14	
176.151	-26.56	
176.212	-25.95	
176.274	-28.32	
176.335	-29.71	
176.397	-29.62	
176.459	-29.45	
176.520	-30.57	
176.582	-26.97	
176.644	-26.95	
176.705	-27.26	
176.767	-27.80	
176.828	-27.90	
176.890	-27.39	
176.952	-26.58	
177.013	-25.95	
177.075	-25.94	
177.137	-26.81	
177.198	-27.79	
177.260	-27.83	
177.321	-27.72	
177.383	-27.94	
177.445	-28.65	
177.506	-29.14	
177.568	-28.47	
177.629	-26.71	
177.691	-25.75	
177.752	-26.94	
177.814	-28.51	
177.876	-29.02	
177.937	-27.51	
177.999	-26.44	
178.060	-26.64	
178.122	-26.87	
178.183	-26.24	
178.245	-27.08	
178.306	-28.23	
178.368	-28.62	
178.430	-28.62	
178.491	-28.56	
178.553	-28.15	
178.614	-27.93	
178.676	-28.46	
178.737	-29.55	
178.799	-29.85	
178.860	-29.36	
178.922	-28.45	
178.983	-27.95	
179.045	-27.32	
179.106	-26.81	
179.168	-27.30	
179.229	-28.71	
179.291	-29.32	
179.352	-29.20	
179.414	-28.38	
179.475	-27.26	
179.537	-26.14	
179.598	-26.26	
179.660	-27.33	
179.721	-28.14	
179.783	-27.86	
179.844	-27.51	
179.906	-27.25	
179.967	-27.07	
180.029	-27.69	
180.090	-28.78	
180.152	-29.19	
180.213	-28.59	
180.275	-27.47	
180.336	-26.42	
180.397	-27.16	
180.459	-27.59	
180.520	-30.16	
180.582	-30.25	
180.643	-28.74	
180.705	-26.25	
180.766	-25.38	
180.828	-26.58	
180.889	-28.58	
180.950	-29.89	
181.012	-30.04	
181.073	-29.15	
181.135	-25.80	
181.196	-28.62	
181.258	-28.65	
181.319	-28.46	
181.380	-28.69	
181.442	-29.52	
181.503	-30.30	
181.565	-26.52	
181.626	-26.18	
181.687	-28.15	
181.749	-30.00	
181.810	-30.09	
181.871	-26.21	
181.933	-24.68	
181.994	-28.31	
182.056	-29.47	
182.117	-29.96	
182.178	-30.16	
182.240	-29.50	
182.301	-27.96	
182.362	-26.07	
182.424	-25.21	
182.485	-26.40	
182.547	-26.88	
182.608	-26.75	
182.669	-26.42	
182.731	-26.55	
182.792	-26.81	
182.853	-27.46	
182.915	-27.95	
182.976	-27.84	
183.037	-27.45	
183.099	-26.31	
183.160	-25.29	
183.221	-25.69	
183.283	-28.77	
183.344	-29.01	
183.405	-27.81	
183.467	-26.29	
183.528	-25.11	
183.589	-25.10	
183.650	-25.69	
183.712	-27.08	
183.773	-27.92	
183.834	-27.74	
183.896	-27.24	
183.957	-26.22	
184.018	-24.82	
184.080	-27.63	
184.141	-27.90	
184.202	-28.44	
184.263	-28.98	
184.325	-29.16	
184.386	-27.96	
184.447	-25.99	
184.508	-23.14	
184.570	-26.89	
184.631	-29.30	
184.692	-28.34	
184.753	-28.28	
184.815	-28.49	
184.876	-24.94	
184.937	-22.89	
184.998	-24.81	
185.060	-28.52	
185.121	-28.91	
185.182	-28.77	
185.243	-27.89	
185.305	-27.48	
185.366	-26.66	
185.427	-26.31	
185.488	-27.38	
185.550	-28.61	
185.611	-28.26	
185.672	-27.23	
185.733	-26.33	
185.794	-25.82	
185.856	-26.25	
185.917	-26.90	
185.978	-27.25	
186.039	-28.17	
186.100	-29.44	
186.162	-32.98	
186.223	-29.28	
186.284	-28.22	
186.345	-27.11	
186.406	-29.29	
186.467	-29.92	
186.529	-27.44	
186.590	-26.36	
186.651	-26.44	
186.712	-26.39	
186.773	-27.03	
186.834	-27.46	
186.896	-27.64	
186.957	-27.57	
187.018	-27.37	
187.079	-27.66	
187.140	-27.97	
187.201	-28.17	
187.263	-27.29	
187.324	-25.49	
187.385	-25.47	
187.446	-25.91	
187.507	-26.87	
187.568	-27.25	
187.629	-22.94	
187.690	-27.76	
187.752	-28.48	
187.813	-28.73	
187.874	-28.30	
187.935	-27.39	
187.996	-25.99	
188.057	-29.04	
188.118	-29.37	
188.179	-28.69	
188.240	-29.44	
188.302	-28.65	
188.363	-24.83	
188.424	-23.67	
188.485	-25.96	
188.546	-26.99	
188.607	-28.36	
188.668	-29.29	
188.729	-28.33	
188.790	-26.73	
188.851	-25.93	
188.912	-26.58	
188.973	-27.17	
189.034	-27.29	
189.096	-26.42	
189.157	-25.67	
189.218	-25.80	
189.279	-27.20	
189.340	-29.31	
189.401	-31.15	
189.462	-30.91	
189.523	-29.14	
189.584	-27.57	
189.645	-26.86	
189.706	-27.90	
189.767	-30.48	
189.828	-31.00	
189.889	-27.56	
189.950	-26.36	
190.011	-25.47	
190.072	-25.81	
190.133	-27.05	
190.194	-27.92	
190.255	-28.44	
190.316	-28.62	
190.377	-27.33	
190.438	-25.55	
190.499	-23.74	
190.560	-23.22	
190.621	-24.02	
190.682	-25.19	
190.743	-26.69	
190.804	-28.34	
190.865	-29.16	
190.926	-29.51	
190.987	-29.11	
191.048	-27.96	
191.109	-26.92	
191.170	-26.90	
191.231	-27.75	
191.292	-28.65	
191.353	-29.75	
191.414	-29.35	
191.475	-27.59	
191.536	-25.73	
191.597	-25.71	
191.658	-27.14	
191.719	-28.57	
191.780	-29.50	
191.840	-29.88	
191.901	-29.53	
191.962	-29.51	
192.023	-28.97	
192.084	-28.22	
192.145	-27.89	
192.206	-30.53	
192.267	-30.45	
192.328	-30.22	
192.389	-26.44	
192.450	-25.09	
192.511	-26.67	
192.572	-28.68	
192.632	-29.43	
192.693	-31.91	
192.754	-28.16	
192.815	-27.90	
192.876	-27.44	
192.937	-26.96	
192.998	-27.57	
193.059	-30.91	
193.120	-31.25	
193.180	-30.51	
193.241	-28.91	
193.302	-29.02	
193.363	-27.24	
193.424	-29.75	
193.485	-32.98	
193.546	-33.63	
193.607	-32.84	
193.667	-30.91	
193.728	-28.83	
193.789	-28.32	
193.850	-28.54	
193.911	-28.44	
193.972	-27.68	
194.033	-26.07	
194.093	-24.45	
194.154	-25.10	
194.215	-26.65	
194.276	-28.54	
194.337	-28.99	
194.398	-28.57	
194.458	-27.80	
194.519	-28.20	
194.580	-26.97	
194.641	-27.07	
194.702	-27.87	
194.762	-28.94	
194.823	-29.02	
194.884	-27.83	
194.945	-26.78	
195.006	-26.92	
195.066	-27.59	
195.127	-27.88	
195.188	-27.29	
195.249	-25.98	
195.310	-26.47	
195.370	-28.33	
195.431	-29.83	
195.492	-30.48	
195.553	-29.89	
195.614	-28.74	
195.674	-27.51	
195.735	-26.72	
195.796	-27.37	
195.857	-28.60	
195.917	-30.45	
195.978	-31.56	
196.039	-30.14	
196.100	-28.64	
196.160	-29.26	
196.221	-31.29	
196.282	-31.90	
196.343	-29.71	
196.403	-26.27	
196.464	-26.67	
196.525	-27.44	
196.586	-28.86	
196.646	-29.03	
196.707	-28.68	
196.768	-26.26	
196.829	-24.88	
196.889	-26.97	
196.950	-29.62	
197.011	-30.47	
197.071	-29.92	
197.132	-27.16	
197.193	-26.05	
197.254	-28.10	
197.314	-30.30	
197.375	-30.89	
197.436	-30.19	
197.496	-28.75	
197.557	-26.81	
197.618	-26.58	
197.678	-27.42	
197.739	-28.74	
197.800	-29.31	
197.860	-29.55	
197.921	-29.36	
197.982	-29.65	
198.042	-30.15	
198.103	-30.15	
198.164	-28.93	
198.224	-27.14	
198.285	-26.67	
198.346	-28.57	
198.406	-30.83	
198.467	-31.13	
198.528	-29.17	
198.588	-26.61	
198.649	-25.50	
198.710	-24.92	
198.770	-28.27	
198.831	-29.83	
198.892	-29.45	
198.952	-29.14	
199.013	-29.23	
199.073	-30.49	
199.134	-31.27	
199.195	-30.90	
199.255	-28.34	
199.316	-25.95	
199.377	-24.54	
199.437	-24.71	
199.498	-26.09	
199.558	-26.82	
199.619	-27.18	
199.680	-28.19	
199.740	-29.74	
199.801	-31.21	
199.861	-31.34	
199.922	-30.08	
199.983	-28.07	
200.043	-27.23	
200.104	-28.91	
200.164	-31.14	
200.225	-31.70	
200.285	-30.81	
200.346	-29.11	
200.407	-27.46	
200.467	-26.54	
200.528	-26.15	
200.588	-26.24	
200.649	-27.26	
200.709	-28.69	
200.770	-29.38	
200.831	-29.53	
200.891	-28.60	
200.952	-27.42	
201.012	-28.31	
201.073	-28.34	
201.133	-27.03	
201.194	-25.35	
201.254	-24.23	
201.315	-27.07	
201.375	-27.67	
201.436	-27.25	
201.496	-26.76	
201.557	-26.83	
201.618	-27.06	
201.678	-26.97	
201.739	-26.68	
201.799	-26.02	
201.860	-25.73	
201.920	-25.38	
201.981	-25.61	
202.041	-26.57	
